avibase_id,species_latin_key,species_english,species_birdlife,species_ioc,species_ebird,species_avilist,order,family_ioc,family_clements,family_birdlife,family_avilist,genus
AVIBASE-42F88785,Mascarenotus grucheti,Reunion Owl,Mascarenotus grucheti,Otus grucheti,Otus grucheti,Otus grucheti,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Mascarenotus
AVIBASE-180ED7CC,Mascarenotus murivorus,Rodrigues Owl,Mascarenotus murivorus,Otus murivorus,Otus murivorus,Otus murivorus,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Mascarenotus
AVIBASE-653134CC,Mascarenotus sauzieri,Mauritius Owl,Mascarenotus sauzieri,Otus sauzieri,Otus sauzieri,Otus sauzieri,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Mascarenotus
AVIBASE-A2234987,Bubo milesi,Arabian Eagle-owl,Bubo milesi,Bubo milesi,Bubo milesi,Bubo milesi,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Bubo
AVIBASE-8A6B2F1F,Glaucidium sylvaticum,Sunda Owlet,Glaucidium sylvaticum,Taenioptynx sylvaticus,Taenioptynx sylvaticus,Taenioptynx sylvaticus,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Glaucidium
AVIBASE-E553A88E,Aegolius gradyi,Bermuda Saw-whet Owl,Aegolius gradyi,Aegolius gradyi,Aegolius gradyi,Aegolius gradyi,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Aegolius
AVIBASE-00867CE7,Ninox rotiensis,Rote Boobook,Ninox rotiensis,Ninox rotiensis,Ninox rotiensis,Ninox rotiensis,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Ninox
AVIBASE-354C2019,Ninox fusca,Timor Boobook,Ninox fusca,Ninox fusca,Ninox fusca,Ninox fusca,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Ninox
AVIBASE-554D38C8,Ninox plesseni,Alor Boobook,Ninox plesseni,Ninox plesseni,Ninox plesseni,Ninox plesseni,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Ninox
AVIBASE-1F14F0A8,Ninox albifacies,Laughing Owl,Ninox albifacies,Ninox albifacies,Ninox albifacies,Ninox albifacies,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Ninox
AVIBASE-3EC85674,Upupa antaios,Saint Helena Hoopoe,Upupa antaios,Upupa antaios,Upupa antaios,Upupa antaios,Bucerotiformes,Upupidae,Upupidae,Upupidae,Upupidae,Upupa
AVIBASE-2F51076C,Ceyx rufidorsa,Rufous-backed Dwarf-kingfisher,Ceyx rufidorsa,Ceyx rufidorsa,Ceyx rufidorsa,Ceyx rufidorsa,Coraciiformes,Alcedinidae,Alcedinidae,Alcedinidae,Alcedinidae,Ceyx
AVIBASE-CCA68E33,Dacelo rex,Shovel-billed Kookaburra,Dacelo rex,Dacelo rex,Dacelo rex,Dacelo rex,Coraciiformes,Alcedinidae,Alcedinidae,Alcedinidae,Alcedinidae,Dacelo
AVIBASE-73288CF7,Picumnus limae,Ochraceous Piculet,Picumnus limae,Picumnus limae,Picumnus limae,Picumnus limae,Piciformes,Picidae,Picidae,Picidae,Picidae,Picumnus
AVIBASE-FFD0A230,Chloropicoides rafflesii,Olive-backed Woodpecker,Chloropicoides rafflesii,Gecinulus rafflesii,Gecinulus rafflesii,Gecinulus rafflesii,Piciformes,Picidae,Picidae,Picidae,Picidae,Chloropicoides
AVIBASE-01C9752D,Pardipicus caroli,Brown-eared Woodpecker,Pardipicus caroli,Pardipicus caroli,Pardipicus caroli,Pardipicus caroli,Piciformes,Picidae,Picidae,Picidae,Picidae,Pardipicus
AVIBASE-02E56D98,Pardipicus nivosus,Buff-spotted Woodpecker,Pardipicus nivosus,Pardipicus nivosus,Pardipicus nivosus,Pardipicus nivosus,Piciformes,Picidae,Picidae,Picidae,Picidae,Pardipicus
AVIBASE-D0951D61,Colaptes oceanicus,Bermuda Flicker,Colaptes oceanicus,Colaptes oceanicus,Colaptes oceanicus,Colaptes oceanicus,Piciformes,Picidae,Picidae,Picidae,Picidae,Colaptes
AVIBASE-38DF393D,Caracara lutosa,Guadalupe Caracara,Caracara lutosa,Caracara lutosa,Caracara lutosa,Caracara lutosa,Falconiformes,Falconidae,Falconidae,Falconidae,Falconidae,Caracara
AVIBASE-6C137D3A,Neohierax insignis,White-rumped Pygmy-falcon,Neohierax insignis,Neohierax insignis,Neohierax insignis,Neohierax insignis,Falconiformes,Falconidae,Falconidae,Falconidae,Falconidae,Neohierax
AVIBASE-F9A74DD9,Falco duboisi,Reunion Kestrel,Falco duboisi,Falco duboisi,Falco duboisi,Falco duboisi,Falconiformes,Falconidae,Falconidae,Falconidae,Falconidae,Falco
AVIBASE-7328A120,Nestor productus,Norfolk Island Kaka,Nestor productus,Nestor productus,Nestor productus,Nestor productus,Psittaciformes,Strigopidae,Strigopidae,Strigopidae,Strigopidae,Nestor
AVIBASE-A6C18444,Cacatua citrinocristata,Citron-crested Cockatoo,Cacatua citrinocristata,Cacatua citrinocristata,Cacatua citrinocristata,Cacatua citrinocristata,Psittaciformes,Cacatuidae,Cacatuidae,Cacatuidae,Cacatuidae,Cacatua
AVIBASE-915FD1E2,Eclectus infectus,Oceanic Eclectus,Eclectus infectus,Eclectus infectus,Eclectus infectus,Eclectus infectus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Eclectus
AVIBASE-441F544D,Mascarinus mascarin,Mascarene Parrot,Mascarinus mascarin,Mascarinus mascarinus,Mascarinus mascarinus,Mascarinus mascarinus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Mascarinus
AVIBASE-2C828882,Palaeornis wardi,Seychelles Parakeet,Palaeornis wardi,Psittacula wardi,Psittacula wardi,Psittacula wardi,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Palaeornis
AVIBASE-C7B5B804,Alexandrinus exsul,Rodrigues Parakeet,Alexandrinus exsul,Psittacula exsul,Psittacula exsul,Psittacula exsul,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Alexandrinus
AVIBASE-20F87A8D,Lophopsittacus bensoni,Mauritius Grey Parrot,Lophopsittacus bensoni,Psittacula bensoni,Lophopsittacus bensoni,Psittacula bensoni,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Lophopsittacus
AVIBASE-8C3CD124,Lophopsittacus mauritianus,Broad-billed Parrot,Lophopsittacus mauritianus,Lophopsittacus mauritianus,Lophopsittacus mauritianus,Lophopsittacus mauritianus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Lophopsittacus
AVIBASE-FE2288F2,Necropsittacus rodricanus,Rodrigues Parrot,Necropsittacus rodricanus,Necropsittacus rodricanus,Necropsittacus rodricanus,Necropsittacus rodricanus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Necropsittacus
AVIBASE-D0C378AB,Tanygnathus sumatranus,Azure-rumped Parrot,Tanygnathus sumatranus,Tanygnathus sumatranus,Tanygnathus sumatranus,Tanygnathus sumatranus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Tanygnathus
AVIBASE-0C4E73C1,Cyanoramphus ulietanus,Raiatea Parakeet,Cyanoramphus ulietanus,Cyanoramphus ulietanus,Cyanoramphus ulietanus,Cyanoramphus ulietanus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Cyanoramphus
AVIBASE-4AA6F2A7,Cyanoramphus zealandicus,Black-fronted Parakeet,Cyanoramphus zealandicus,Cyanoramphus zealandicus,Cyanoramphus zealandicus,Cyanoramphus zealandicus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Cyanoramphus
AVIBASE-ECBBD3D5,Psephotellus pulcherrimus,Paradise Parrot,Psephotellus pulcherrimus,Psephotellus pulcherrimus,Psephotellus pulcherrimus,Psephotellus pulcherrimus,Psittaciformes,Psittaculidae,Psittaculidae,Psittacidae,Psittaculidae,Psephotellus
AVIBASE-7D6F6D08,Psittacus timneh,Timneh Parrot,Psittacus timneh,Psittacus timneh,Psittacus timneh,Psittacus timneh,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Psittacus
AVIBASE-F6E73280,Amazona martinicana,Martinique Amazon,Amazona martinicana,MISSING,Amazona martinicana,MISSING,Psittaciformes,MISSING,Psittacidae,Psittacidae,MISSING,Amazona
AVIBASE-47A81116,Amazona violacea,Guadeloupe Amazon,Amazona violacea,MISSING,Amazona violacea,MISSING,Psittaciformes,MISSING,Psittacidae,Psittacidae,MISSING,Amazona
AVIBASE-90002523,Conuropsis carolinensis,Carolina Parakeet,Conuropsis carolinensis,Conuropsis carolinensis,Conuropsis carolinensis,Conuropsis carolinensis,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Conuropsis
AVIBASE-A5504B38,Ara tricolor,Cuban Macaw,Ara tricolor,Ara tricolor,Ara tricolor,Ara tricolor,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Ara
AVIBASE-547A46F0,Psittacara labati,Guadeloupe Parakeet,Psittacara labati,MISSING,Psittacara labati,MISSING,Psittaciformes,MISSING,Psittacidae,Psittacidae,MISSING,Psittacara
AVIBASE-174E5BDB,Traversia lyalli,Stephens Island Rockwren,Traversia lyalli,Traversia lyalli,Traversia lyalli,Traversia lyalli,Passeriformes,Acanthisittidae,Acanthisittidae,Acanthisittidae,Acanthisittidae,Traversia
AVIBASE-9232F027,Xenicus longipes,Bushwren,Xenicus longipes,Xenicus longipes,Xenicus longipes,Xenicus longipes,Passeriformes,Acanthisittidae,Acanthisittidae,Acanthisittidae,Acanthisittidae,Xenicus
AVIBASE-AC372BCE,Pitta sordida,Western Hooded Pitta,Pitta sordida,Pitta sordida,Pitta sordida,Pitta sordida,Passeriformes,Pittidae,Pittidae,Pittidae,Pittidae,Pitta
AVIBASE-86D1B826,Pitta concinna,Ornate Pitta,Pitta concinna,Pitta concinna,Pitta concinna,Pitta concinna,Passeriformes,Pittidae,Pittidae,Pittidae,Pittidae,Pitta
AVIBASE-A0DC7F79,Pitta vigorsii,Banda Sea Pitta,Pitta vigorsii,Pitta vigorsii,Pitta vigorsii,Pitta vigorsii,Passeriformes,Pittidae,Pittidae,Pittidae,Pittidae,Pitta
AVIBASE-8B1CD00B,Cryptopezus nattereri,Speckle-breasted Antpitta,Cryptopezus nattereri,Cryptopezus nattereri,Cryptopezus nattereri,Cryptopezus nattereri,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Cryptopezus
AVIBASE-601048C6,Myrmothera fulviventris,White-lored Antpitta,Myrmothera fulviventris,Myrmothera fulviventris,Myrmothera fulviventris,Myrmothera fulviventris,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Myrmothera
AVIBASE-B7FFE09E,Myrmothera berlepschi,Amazonian Antpitta,Myrmothera berlepschi,Myrmothera berlepschi,Myrmothera berlepschi,Myrmothera berlepschi,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Myrmothera
AVIBASE-FF02D7B1,Myrmothera dives,Thicket Antpitta,Myrmothera dives,Myrmothera dives,Myrmothera dives,Myrmothera dives,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Myrmothera
AVIBASE-4C1F9C2A,Myrmothera subcanescens,Tapajos Antpitta,Myrmothera subcanescens,Myrmothera subcanescens,Myrmothera subcanescens,Myrmothera subcanescens,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Myrmothera
AVIBASE-9E2E1D37,Formicarius moniliger,Mayan Antthrush,Formicarius moniliger,Formicarius moniliger,Formicarius moniliger,Formicarius moniliger,Passeriformes,Formicariidae,Formicariidae,Formicariidae,Formicariidae,Formicarius
AVIBASE-9246C11A,Hylexetastes uniformis,Uniform Woodcreeper,Hylexetastes uniformis,Hylexetastes uniformis,Hylexetastes uniformis,Hylexetastes uniformis,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Hylexetastes
AVIBASE-CD437B3E,Campylorhamphus procurvoides,Curve-billed Scythebill,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Campylorhamphus procurvoides,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Campylorhamphus
AVIBASE-EE612071,Cichlocolaptes mazarbarnetti,Cryptic Treehunter,Cichlocolaptes mazarbarnetti,Cichlocolaptes mazarbarnetti,Cichlocolaptes mazarbarnetti,Cichlocolaptes mazarbarnetti,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Cichlocolaptes
AVIBASE-A9CCA8B6,Dendroma rufa,Buff-fronted Foliage-gleaner,Dendroma rufa,Dendroma rufa,Dendroma rufa,Dendroma rufa,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Dendroma
AVIBASE-74802DF9,Dendroma erythroptera,Chestnut-winged Foliage-gleaner,Dendroma erythroptera,Dendroma erythroptera,Dendroma erythroptera,Dendroma erythroptera,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Dendroma
AVIBASE-82B02D55,Automolus cervinigularis,Fawn-throated Foliage-gleaner,Automolus cervinigularis,Automolus cervinigularis,Automolus cervinigularis,Automolus cervinigularis,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Automolus
AVIBASE-3083EA83,Automolus exsertus,Chiriqui Foliage-gleaner,Automolus exsertus,Automolus exsertus,Automolus exsertus,Automolus exsertus,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Automolus
AVIBASE-A11DC805,Aphrastura masafuerae,Masafuera Rayadito,Aphrastura masafuerae,Aphrastura masafuerae,Aphrastura masafuerae,Aphrastura masafuerae,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Aphrastura
AVIBASE-562905AC,Limnoctites sulphuriferus,Sulphur-throated Spinetail,Limnoctites sulphuriferus,Limnoctites sulphuriferus,Limnoctites sulphuriferus,Limnoctites sulphuriferus,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Limnoctites
AVIBASE-1CA8962F,Contopus cinereus,Southern Tropical Pewee,Contopus cinereus,Contopus cinereus,Contopus cinereus,Contopus cinereus,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Contopus
AVIBASE-9AA8B692,Anthornis melanocephala,Chatham Islands Bellbird,Anthornis melanocephala,Anthornis melanocephala,Anthornis melanocephala,Anthornis melanocephala,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Anthornis
AVIBASE-D7B7F99D,Melionyx fuscus,Sooty Honeyeater,Melionyx fuscus,Melionyx fuscus,Melionyx fuscus,Melionyx fuscus,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Melionyx
AVIBASE-3AD81505,Melionyx nouhuysi,Short-bearded Honeyeater,Melionyx nouhuysi,Melionyx nouhuysi,Melionyx nouhuysi,Melionyx nouhuysi,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Melionyx
AVIBASE-957638DE,Melionyx princeps,Long-bearded Honeyeater,Melionyx princeps,Melionyx princeps,Melionyx princeps,Melionyx princeps,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Melionyx
AVIBASE-6F9A44BC,Hylacola cauta,Shy Heathwren,Hylacola cauta,Hylacola cauta,Hylacola cauta,Hylacola cauta,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Hylacola
AVIBASE-61C34487,Hylacola pyrrhopygia,Chestnut-rumped Heathwren,Hylacola pyrrhopygia,Hylacola pyrrhopygia,Hylacola pyrrhopygia,Hylacola pyrrhopygia,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Hylacola
AVIBASE-D51A7B9A,Neosericornis citreogularis,Yellow-throated Scrubwren,Neosericornis citreogularis,Neosericornis citreogularis,Neosericornis citreogularis,Neosericornis citreogularis,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Neosericornis
AVIBASE-34819139,Origma robusta,Mountain Mouse-warbler,Origma robusta,Origma robusta,Origma robusta,Origma robusta,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Origma
AVIBASE-C53C2B2E,Origma murina,Rusty Mouse-warbler,Origma murina,Origma murina,Origma murina,Origma murina,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Origma
AVIBASE-B4FFDAC9,Aethomyias spilodera,Pale-billed Scrubwren,Aethomyias spilodera,Aethomyias spilodera,Aethomyias spilodera,Aethomyias spilodera,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Aethomyias
AVIBASE-FA91B53C,Aethomyias nigrorufus,Bicoloured Scrubwren,Aethomyias nigrorufus,Aethomyias nigrorufus,Aethomyias nigrorufus,Aethomyias nigrorufus,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Aethomyias
AVIBASE-F4F588DC,Aethomyias rufescens,Vogelkop Scrubwren,Aethomyias rufescens,Aethomyias rufescens,Aethomyias rufescens,Aethomyias rufescens,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Aethomyias
AVIBASE-89E5A8A0,Aethomyias perspicillatus,Buff-faced Scrubwren,Aethomyias perspicillatus,Aethomyias perspicillatus,Aethomyias perspicillatus,Aethomyias perspicillatus,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Aethomyias
AVIBASE-52B8B755,Aethomyias arfakianus,Grey-green Scrubwren,Aethomyias arfakianus,Aethomyias arfakianus,Aethomyias arfakianus,Aethomyias arfakianus,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Aethomyias
AVIBASE-25F21608,Aethomyias papuensis,Papuan Scrubwren,Aethomyias papuensis,Aethomyias papuensis,Aethomyias papuensis,Aethomyias papuensis,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Aethomyias
AVIBASE-D7A97007,Gerygone insularis,Lord Howe Gerygone,Gerygone insularis,Gerygone insularis,Gerygone insularis,Gerygone insularis,Passeriformes,Acanthizidae,Acanthizidae,Acanthizidae,Acanthizidae,Gerygone
AVIBASE-2E37384C,Coracina parvula,Halmahera Cicadabird,Coracina parvula,Coracina parvula,Coracina parvula,Coracina parvula,Passeriformes,Campephagidae,Campephagidae,Campephagidae,Campephagidae,Coracina
AVIBASE-4E18BA71,Edolisoma remotum,Melanesian Cicadabird,Edolisoma remotum,Edolisoma remotum,Edolisoma remotum,Edolisoma remotum,Passeriformes,Campephagidae,Campephagidae,Campephagidae,Campephagidae,Edolisoma
AVIBASE-C8FDA81D,Oriolus consobrinus,Ventriloquial Oriole,Oriolus consobrinus,Oriolus consobrinus,Oriolus consobrinus,Oriolus consobrinus,Passeriformes,Oriolidae,Oriolidae,Oriolidae,Oriolidae,Oriolus
AVIBASE-BF367578,Turnagra tanagra,North Island Piopio,Turnagra tanagra,Turnagra tanagra,Turnagra tanagra,Turnagra tanagra,Passeriformes,Oriolidae,Oriolidae,Oriolidae,Oriolidae,Turnagra
AVIBASE-65FAB387,Turnagra capensis,South Island Piopio,Turnagra capensis,Turnagra capensis,Turnagra capensis,Turnagra capensis,Passeriformes,Oriolidae,Oriolidae,Oriolidae,Oriolidae,Turnagra
AVIBASE-84249EE3,Dicrurus sharpei,Sharpe's Drongo,Dicrurus sharpei,Dicrurus sharpei,Dicrurus sharpei,Dicrurus sharpei,Passeriformes,Dicruridae,Dicruridae,Dicruridae,Dicruridae,Dicrurus
AVIBASE-57920319,Dicrurus palawanensis,Palawan Drongo,Dicrurus palawanensis,Dicrurus palawanensis,Dicrurus palawanensis,Dicrurus palawanensis,Passeriformes,Dicruridae,Dicruridae,Dicruridae,Dicruridae,Dicrurus
AVIBASE-57570D50,Pomarea pomarea,Maupiti Monarch,Pomarea pomarea,Pomarea maupitiensis,Pomarea maupitiensis,Pomarea maupitiensis,Passeriformes,Monarchidae,Monarchidae,Monarchidae,Monarchidae,Pomarea
AVIBASE-20D6AE5B,Myiagra freycineti,Guam Flycatcher,Myiagra freycineti,Myiagra freycineti,Myiagra freycineti,Myiagra freycineti,Passeriformes,Monarchidae,Monarchidae,Monarchidae,Monarchidae,Myiagra
AVIBASE-E44FAD6F,Lanius corvinus,Yellow-billed Shrike,Lanius corvinus,Lanius corvinus,Corvinella corvina,Corvinella corvina,Passeriformes,Laniidae,Laniidae,Laniidae,Laniidae,Lanius
AVIBASE-56A7F384,Lanius melanoleucus,Magpie Shrike,Lanius melanoleucus,Lanius melanoleucus,Urolestes melanoleucus,Urolestes melanoleucus,Passeriformes,Laniidae,Laniidae,Laniidae,Laniidae,Lanius
AVIBASE-756BA63D,Melanocharis citreola,Satin Berrypecker,Melanocharis citreola,Melanocharis citreola,Melanocharis citreola,Melanocharis citreola,Passeriformes,Melanocharitidae,Melanocharitidae,Melanocharitidae,Melanocharitidae,Melanocharis
AVIBASE-7C2EB5FF,Heteralocha acutirostris,Huia,Heteralocha acutirostris,Heteralocha acutirostris,Heteralocha acutirostris,Heteralocha acutirostris,Passeriformes,Callaeidae,Callaeidae,Callaeidae,Callaeidae,Heteralocha
AVIBASE-DA66F809,Calendulauda rufa,Rusty Lark,Calendulauda rufa,Calendulauda rufa,Calendulauda rufa,Calendulauda rufa,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Calendulauda
AVIBASE-A3E077E6,Calendulauda gilletti,Gillett's Lark,Calendulauda gilletti,Calendulauda gilletti,Calendulauda gilletti,Calendulauda gilletti,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Calendulauda
AVIBASE-399A4A3E,Alaudala cheleensis,Asian Short-toed Lark,Alaudala cheleensis,Alaudala cheleensis,Alaudala cheleensis,Alaudala cheleensis,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Alaudala
AVIBASE-238EC109,Alaudala heinei,Turkestan Short-toed Lark,Alaudala heinei,Alaudala heinei,Alaudala heinei,Alaudala heinei,Passeriformes,Alaudidae,Alaudidae,Alaudidae,Alaudidae,Alaudala
AVIBASE-43B615B3,Cisticola bakerorum,Kilombero Cisticola,Cisticola bakerorum,Cisticola bakerorum,Cisticola bakerorum,Cisticola bakerorum,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Cisticola
AVIBASE-69045C0B,Cisticola anderseni,White-tailed Cisticola,Cisticola anderseni,Cisticola anderseni,Cisticola anderseni,Cisticola anderseni,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Cisticola
AVIBASE-63136DAC,Nesillas aldabrana,Aldabra Brush-warbler,Nesillas aldabrana,Nesillas aldabrana,Nesillas aldabrana,Nesillas aldabrana,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Nesillas
AVIBASE-43B1D88C,Acrocephalus nijoi,Aguijan Reed-warbler,Acrocephalus nijoi,Acrocephalus nijoi,Acrocephalus nijoi,Acrocephalus nijoi,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalus
AVIBASE-BBD2AC0C,Acrocephalus yamashinae,Pagan Reed-warbler,Acrocephalus yamashinae,Acrocephalus yamashinae,Acrocephalus yamashinae,Acrocephalus yamashinae,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalus
AVIBASE-05C1A470,Acrocephalus musae,Forster's Reed-warbler,Acrocephalus musae,Acrocephalus musae,Acrocephalus musae,Acrocephalus musae,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalus
AVIBASE-0605561F,Acrocephalus astrolabii,Mangareva Reed-warbler,Acrocephalus astrolabii,Acrocephalus astrolabii,Acrocephalus astrolabii,Acrocephalus astrolabii,Passeriformes,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalidae,Acrocephalus
AVIBASE-2F6F30EF,Helopsaltes fasciolatus,Gray's Grasshopper-warbler,Helopsaltes fasciolatus,Helopsaltes fasciolatus,Helopsaltes fasciolatus,Helopsaltes fasciolatus,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Helopsaltes
AVIBASE-AD5B8488,Helopsaltes amnicola,Sakhalin Grasshopper-warbler,Helopsaltes amnicola,Helopsaltes amnicola,Helopsaltes amnicola,Helopsaltes amnicola,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Helopsaltes
AVIBASE-0150666B,Helopsaltes pryeri,Marsh Grassbird,Helopsaltes pryeri,Helopsaltes pryeri,Helopsaltes pryeri,Helopsaltes pryeri,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Helopsaltes
AVIBASE-4C3CF429,Helopsaltes certhiola,Pallas's Grasshopper-warbler,Helopsaltes certhiola,Helopsaltes certhiola,Helopsaltes certhiola,Helopsaltes certhiola,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Helopsaltes
AVIBASE-3200EE86,Helopsaltes ochotensis,Middendorff's Grasshopper-warbler,Helopsaltes ochotensis,Helopsaltes ochotensis,Helopsaltes ochotensis,Helopsaltes ochotensis,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Helopsaltes
AVIBASE-4AADBF95,Helopsaltes pleskei,Pleske's Grasshopper-warbler,Helopsaltes pleskei,Helopsaltes pleskei,Helopsaltes pleskei,Helopsaltes pleskei,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Helopsaltes
AVIBASE-A630DB2C,Locustella alfredi,Bamboo Warbler,Locustella alfredi,Locustella alfredi,Locustella alfredi,Locustella alfredi,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Locustella
AVIBASE-C5D95D65,Locustella musculus,Seram Grasshopper-warbler,Locustella musculus,Locustella musculus,Locustella musculus,Locustella musculus,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Locustella
AVIBASE-954948C3,Locustella disturbans,Buru Grasshopper-warbler,Locustella disturbans,Locustella disturbans,Locustella disturbans,Locustella disturbans,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Locustella
AVIBASE-9B658528,Cincloramphus grosvenori,New Britain Thicketbird,Cincloramphus grosvenori,Cincloramphus grosvenori,Cincloramphus grosvenori,Cincloramphus grosvenori,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Cincloramphus
AVIBASE-AFE12556,Cincloramphus rubiginosus,Rusty Thicketbird,Cincloramphus rubiginosus,Cincloramphus rubiginosus,Cincloramphus rubiginosus,Cincloramphus rubiginosus,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Cincloramphus
AVIBASE-9C16D3E4,Cincloramphus bivittatus,Buff-banded Bushbird,Cincloramphus bivittatus,Cincloramphus bivittatus,Cincloramphus bivittatus,Cincloramphus bivittatus,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Cincloramphus
AVIBASE-582FE962,Cincloramphus whitneyi,Santo Thicketbird,Cincloramphus whitneyi,Cincloramphus whitneyi,Cincloramphus whitneyi,Cincloramphus whitneyi,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Cincloramphus
AVIBASE-7742FBED,Cincloramphus turipavae,Guadalcanal Thicketbird,Cincloramphus turipavae,Cincloramphus turipavae,Cincloramphus turipavae,Cincloramphus turipavae,Passeriformes,Locustellidae,Locustellidae,Locustellidae,Locustellidae,Cincloramphus
