avibase_id,species_latin_key,species_english,species_birdlife,species_ioc,species_ebird,species_avilist,order,family_ioc,family_clements,family_birdlife,family_avilist,genus
AVIBASE-02B6A30C,Lanius excubitoroides,Grey-backed Fiscal,Lanius excubitoroides,Lanius excubitoroides,Lanius excubitoroides,Lanius excubitoroides,Passeriformes,Laniidae,Laniidae,Laniidae,Laniidae,Lanius
AVIBASE-02B81454,Circus maillardi,Reunion Marsh-harrier,Circus maillardi,Circus maillardi,Circus maillardi,Circus maillardi,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Circus
AVIBASE-02B9E930,Malurus amabilis,Lovely Fairywren,Malurus amabilis,Malurus amabilis,Malurus amabilis,Malurus amabilis,Passeriformes,Maluridae,Maluridae,Maluridae,Maluridae,Malurus
AVIBASE-02BA43E4,Aethopyga nipalensis,Green-tailed Sunbird,Aethopyga nipalensis,Aethopyga nipalensis,Aethopyga nipalensis,Aethopyga nipalensis,Passeriformes,Nectariniidae,Nectariniidae,Nectariniidae,Nectariniidae,Aethopyga
AVIBASE-02BAFB6D,Hylophilus flavipes,Scrub Greenlet,Hylophilus flavipes,Hylophilus flavipes,Hylophilus flavipes,Hylophilus flavipes,Passeriformes,Vireonidae,Vireonidae,Vireonidae,Vireonidae,Hylophilus
AVIBASE-02BE4F8A,Lophotis ruficrista,Red-crested Bustard,Lophotis ruficrista,Lophotis ruficrista,Lophotis ruficrista,Lophotis ruficrista,Otidiformes,Otididae,Otididae,Otididae,Otididae,Lophotis
AVIBASE-02C13BB0,Aratinga weddellii,Dusky-headed Parakeet,Aratinga weddellii,Aratinga weddellii,Aratinga weddellii,Aratinga weddellii,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Aratinga
AVIBASE-02C6C2ED,Eurocephalus anguitimens,Southern White-crowned Shrike,Eurocephalus anguitimens,Eurocephalus anguitimens,Eurocephalus anguitimens,Eurocephalus anguitimens,Passeriformes,Laniidae,Laniidae,Laniidae,Laniidae,Eurocephalus
AVIBASE-02C91A31,Ficedula timorensis,Black-banded Flycatcher,Ficedula timorensis,Ficedula timorensis,Ficedula timorensis,Ficedula timorensis,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Ficedula
AVIBASE-02CF8BF8,Sylviparus modestus,Yellow-browed Tit,Sylviparus modestus,Sylviparus modestus,Sylviparus modestus,Sylviparus modestus,Passeriformes,Paridae,Paridae,Paridae,Paridae,Sylviparus
AVIBASE-02D73B4A,Pternistis harwoodi,Harwood's Spurfowl,Pternistis harwoodi,Pternistis harwoodi,Pternistis harwoodi,Pternistis harwoodi,Galliformes,Phasianidae,Phasianidae,Phasianidae,Phasianidae,Pternistis
AVIBASE-02E004AD,Dendropicos griseocephalus,Olive Woodpecker,Dendropicos griseocephalus,Dendropicos griseocephalus,Dendropicos griseocephalus,Dendropicos griseocephalus,Piciformes,Picidae,Picidae,Picidae,Picidae,Dendropicos
AVIBASE-02E3ACBD,Ammodramus aurifrons,Yellow-browed Sparrow,Ammodramus aurifrons,Ammodramus aurifrons,Ammodramus aurifrons,Ammodramus aurifrons,Passeriformes,Passerellidae,Passerellidae,Passerellidae,Passerellidae,Ammodramus
AVIBASE-02EC838A,Xiphocolaptes falcirostris,Moustached Woodcreeper,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Xiphocolaptes
AVIBASE-0307D245,Accipiter francesiae,Frances's Sparrowhawk,Accipiter francesiae,Tachyspiza francesiae,Tachyspiza francesiae,Tachyspiza francesiae,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Accipiter
AVIBASE-031409C7,Egretta tricolor,Tricolored Heron,Egretta tricolor,Egretta tricolor,Egretta tricolor,Egretta tricolor,Pelecaniformes,Ardeidae,Ardeidae,Ardeidae,Ardeidae,Egretta
AVIBASE-031AC7C9,Stizorhina fraseri,Rufous Flycatcher-thrush,Stizorhina fraseri,Stizorhina fraseri,Stizorhina fraseri,Stizorhina fraseri,Passeriformes,Turdidae,Turdidae,Turdidae,Turdidae,Stizorhina
AVIBASE-031D861E,Cochoa azurea,Javan Cochoa,Cochoa azurea,Cochoa azurea,Cochoa azurea,Cochoa azurea,Passeriformes,Turdidae,Turdidae,Turdidae,Turdidae,Cochoa
AVIBASE-032F4AC2,Alipiopsitta xanthops,Yellow-faced Parrot,Alipiopsitta xanthops,Alipiopsitta xanthops,Alipiopsitta xanthops,Alipiopsitta xanthops,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Alipiopsitta
AVIBASE-0337440E,Larus philadelphia,Bonaparte's Gull,Larus philadelphia,Chroicocephalus philadelphia,Chroicocephalus philadelphia,Chroicocephalus philadelphia,Charadriiformes,Laridae,Laridae,Laridae,Laridae,Larus
AVIBASE-033B53E6,Toxostoma curvirostre,Curve-billed Thrasher,Toxostoma curvirostre,Toxostoma curvirostre,Toxostoma curvirostre,Toxostoma curvirostre,Passeriformes,Mimidae,Mimidae,Mimidae,Mimidae,Toxostoma
AVIBASE-034B2A6A,Scotopelia peli,Pel's Fishing-owl,Scotopelia peli,Scotopelia peli,Scotopelia peli,Scotopelia peli,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Scotopelia
AVIBASE-034D904B,Megapodius bernsteinii,Sula Scrubfowl,Megapodius bernsteinii,Megapodius bernsteinii,Megapodius bernsteinii,Megapodius bernsteinii,Galliformes,Megapodiidae,Megapodiidae,Megapodiidae,Megapodiidae,Megapodius
AVIBASE-03502D31,Otus thilohoffmanni,Serendib Scops-owl,Otus thilohoffmanni,Otus thilohoffmanni,Otus thilohoffmanni,Otus thilohoffmanni,Strigiformes,Strigidae,Strigidae,Strigidae,Strigidae,Otus
AVIBASE-0351F4F2,Gymnopithys bicolor,Bicolored Antbird,Gymnopithys bicolor,Gymnopithys bicolor,Gymnopithys bicolor,Gymnopithys bicolor,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Gymnopithys
AVIBASE-03561EAE,Oreothlypis gutturalis,Flame-throated Warbler,Oreothlypis gutturalis,Oreothlypis gutturalis,Oreothlypis gutturalis,Oreothlypis gutturalis,Passeriformes,Parulidae,Parulidae,Parulidae,Parulidae,Oreothlypis
AVIBASE-035EB456,Cercomacra brasiliana,Rio de Janeiro Antbird,Cercomacra brasiliana,Cercomacra brasiliana,Cercomacra brasiliana,Cercomacra brasiliana,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Cercomacra
AVIBASE-03680018,Anthracothorax viridis,Green Mango,Anthracothorax viridis,Anthracothorax viridis,Anthracothorax viridis,Anthracothorax viridis,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Anthracothorax
AVIBASE-036BA013,Pseudasthenes humicola,Dusky-tailed Canastero,Pseudasthenes humicola,Pseudasthenes humicola,Pseudasthenes humicola,Pseudasthenes humicola,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Pseudasthenes
AVIBASE-036D7192,Dendrocopos analis,Freckle-breasted Woodpecker,Dendrocopos analis,Dendrocopos analis,Dendrocopos analis,Dendrocopos analis,Piciformes,Picidae,Picidae,Picidae,Picidae,Dendrocopos
AVIBASE-036DC7FC,Columba argentina,Silvery Pigeon,Columba argentina,Columba argentina,Columba argentina,Columba argentina,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Columba
AVIBASE-03719E48,Myzomela tristrami,Sooty Myzomela,Myzomela tristrami,Myzomela tristrami,Myzomela tristrami,Myzomela tristrami,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Myzomela
AVIBASE-0386C00C,Aglaeactis castelnaudii,White-tufted Sunbeam,Aglaeactis castelnaudii,Aglaeactis castelnaudii,Aglaeactis castelnaudii,Aglaeactis castelnaudii,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Aglaeactis
AVIBASE-03880005,Lichmera argentauris,Olive Honeyeater,Lichmera argentauris,Lichmera argentauris,Lichmera argentauris,Lichmera argentauris,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Lichmera
AVIBASE-039291B6,Herpsilochmus roraimae,Roraiman Antwren,Herpsilochmus roraimae,Herpsilochmus roraimae,Herpsilochmus roraimae,Herpsilochmus roraimae,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Herpsilochmus
AVIBASE-0394BA0B,Eremomela scotops,Green-capped Eremomela,Eremomela scotops,Eremomela scotops,Eremomela scotops,Eremomela scotops,Passeriformes,Cisticolidae,Cisticolidae,Cisticolidae,Cisticolidae,Eremomela
AVIBASE-039BF484,Tetraogallus caspius,Caspian Snowcock,Tetraogallus caspius,Tetraogallus caspius,Tetraogallus caspius,Tetraogallus caspius,Galliformes,Phasianidae,Phasianidae,Phasianidae,Phasianidae,Tetraogallus
AVIBASE-039C6E39,Premnornis guttuliger,Rusty-winged Barbtail,Premnornis guttuliger,Premnornis guttuliger,Premnornis guttuliger,Premnornis guttuliger,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Premnornis
AVIBASE-039E0011,Carduelis citrinella,Citril Finch,Carduelis citrinella,Carduelis citrinella,Carduelis citrinella,Carduelis citrinella,Passeriformes,Fringillidae,Fringillidae,Fringillidae,Fringillidae,Carduelis
AVIBASE-03A3B616,Netta peposaca,Rosy-billed Pochard,Netta peposaca,Netta peposaca,Netta peposaca,Netta peposaca,Anseriformes,Anatidae,Anatidae,Anatidae,Anatidae,Netta
AVIBASE-03AC32BA,Larus glaucescens,Glaucous-winged Gull,Larus glaucescens,Larus glaucescens,Larus glaucescens,Larus glaucescens,Charadriiformes,Laridae,Laridae,Laridae,Laridae,Larus
AVIBASE-03B93C7F,Asthenes heterura,Maquis Canastero,Asthenes heterura,Asthenes heterura,Asthenes heterura,Asthenes heterura,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Asthenes
AVIBASE-03BCD297,Ducula mullerii,Collared Imperial-pigeon,Ducula mullerii,Ducula mullerii,Ducula mullerii,Ducula mullerii,Columbiformes,Columbidae,Columbidae,Columbidae,Columbidae,Ducula
AVIBASE-03C0F97C,Leptoptilos crumenifer,Marabou Stork,Leptoptilos crumenifer,Leptoptilos crumenifer,Leptoptilos crumenifer,Leptoptilos crumenifer,Ciconiiformes,Ciconiidae,Ciconiidae,Ciconiidae,Ciconiidae,Leptoptilos
AVIBASE-03C1B264,Tarphonomus certhioides,Chaco Earthcreeper,Tarphonomus certhioides,Tarphonomus certhioides,Tarphonomus certhioides,Tarphonomus certhioides,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Tarphonomus
AVIBASE-03C3DDFB,Nothura maculosa,Spotted Nothura,Nothura maculosa,Nothura maculosa,Nothura maculosa,Nothura maculosa,Tinamiformes,Tinamidae,Tinamidae,Tinamidae,Tinamidae,Nothura
AVIBASE-03C4A0C9,Merops albicollis,White-throated Bee-eater,Merops albicollis,Merops albicollis,Merops albicollis,Merops albicollis,Coraciiformes,Meropidae,Meropidae,Meropidae,Meropidae,Merops
AVIBASE-03CE3B88,Paroaria coronata,Red-crested Cardinal,Paroaria coronata,Paroaria coronata,Paroaria coronata,Paroaria coronata,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Paroaria
AVIBASE-03CF8CB5,Pterocles indicus,Painted Sandgrouse,Pterocles indicus,Pterocles indicus,Pterocles indicus,Pterocles indicus,Pterocliformes,Pteroclidae,Pteroclidae,Pteroclidae,Pteroclidae,Pterocles
AVIBASE-03D0649C,Charadrius collaris,Collared Plover,Charadrius collaris,Anarhynchus collaris,Anarhynchus collaris,Anarhynchus collaris,Charadriiformes,Charadriidae,Charadriidae,Charadriidae,Charadriidae,Charadrius
AVIBASE-03DE2091,Ploceus philippinus,Baya Weaver,Ploceus philippinus,Ploceus philippinus,Ploceus philippinus,Ploceus philippinus,Passeriformes,Ploceidae,Ploceidae,Ploceidae,Ploceidae,Ploceus
AVIBASE-03E291EF,Scytalopus fuscus,Dusky Tapaculo,Scytalopus fuscus,Scytalopus fuscus,Scytalopus fuscus,Scytalopus fuscus,Passeriformes,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Scytalopus
AVIBASE-03E448A1,Phoenicurus erythronotus,Eversmann's Redstart,Phoenicurus erythronotus,Phoenicurus erythronotus,Phoenicurus erythronotus,Phoenicurus erythronotus,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Phoenicurus
AVIBASE-03E6F144,Zosterops erythropleurus,Chestnut-flanked White-eye,Zosterops erythropleurus,Zosterops erythropleurus,Zosterops erythropleurus,Zosterops erythropleurus,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Zosterops
AVIBASE-03E74ADD,Pogonornis minor,Brown-faced Barbet,Pogonornis minor,Pogonornis minor,Pogonornis minor,Pogonornis minor,Piciformes,Lybiidae,Lybiidae,Lybiidae,Lybiidae,Pogonornis
AVIBASE-03E8C346,Anthipes monileger,White-gorgeted Flycatcher,Anthipes monileger,Anthipes monileger,Anthipes monileger,Anthipes monileger,Passeriformes,Muscicapidae,Muscicapidae,Muscicapidae,Muscicapidae,Anthipes
AVIBASE-03EB8886,Cecropis daurica,Eastern Red-rumped Swallow,Cecropis daurica,Cecropis daurica,Cecropis daurica,Cecropis daurica,Passeriformes,Hirundinidae,Hirundinidae,Hirundinidae,Hirundinidae,Cecropis
AVIBASE-03EC041F,Amazona collaria,Yellow-billed Amazon,Amazona collaria,Amazona collaria,Amazona collaria,Amazona collaria,Psittaciformes,Psittacidae,Psittacidae,Psittacidae,Psittacidae,Amazona
AVIBASE-03ED8C2C,Formicivora rufa,Rusty-backed Antwren,Formicivora rufa,Formicivora rufa,Formicivora rufa,Formicivora rufa,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Formicivora
AVIBASE-03F9EB15,Anous tenuirostris,Lesser Noddy,Anous tenuirostris,Anous tenuirostris,Anous tenuirostris,Anous tenuirostris,Charadriiformes,Laridae,Laridae,Laridae,Laridae,Anous
AVIBASE-0402B179,Myiophobus fasciatus,Bran-colored Flycatcher,Myiophobus fasciatus,Myiophobus fasciatus,Myiophobus fasciatus,Myiophobus fasciatus,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Myiophobus
AVIBASE-0405CA69,Ploceus superciliosus,Compact Weaver,Ploceus superciliosus,Ploceus superciliosus,Pachyphantes superciliosus,Pachyphantes superciliosus,Passeriformes,Ploceidae,Ploceidae,Ploceidae,Ploceidae,Ploceus
AVIBASE-04128FC4,Scytalopus latebricola,Brown-rumped Tapaculo,Scytalopus latebricola,Scytalopus latebricola,Scytalopus latebricola,Scytalopus latebricola,Passeriformes,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Scytalopus
AVIBASE-04138BA8,Pyrrhura peruviana,Wavy-breasted Parakeet,Pyrrhura peruviana,MISSING,MISSING,MISSING,Psittaciformes,MISSING,MISSING,Psittacidae,MISSING,Pyrrhura
AVIBASE-0413ED30,Arenaria melanocephala,Black Turnstone,Arenaria melanocephala,Arenaria melanocephala,Arenaria melanocephala,Arenaria melanocephala,Charadriiformes,Scolopacidae,Scolopacidae,Scolopacidae,Scolopacidae,Arenaria
AVIBASE-0416064D,Grallaria alticola,Boyaca Antpitta,Grallaria alticola,Grallaria alticola,Grallaria alticola,Grallaria alticola,Passeriformes,Grallariidae,Grallariidae,Grallariidae,Grallariidae,Grallaria
AVIBASE-0419DDC2,Gyps africanus,White-backed Vulture,Gyps africanus,Gyps africanus,Gyps africanus,Gyps africanus,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Gyps
AVIBASE-041CC925,Diglossa duidae,Scaled Flowerpiercer,Diglossa duidae,Diglossa duidae,Diglossa duidae,Diglossa duidae,Passeriformes,Thraupidae,Thraupidae,Thraupidae,Thraupidae,Diglossa
AVIBASE-041F72CD,Aplonis zelandica,Rusty-winged Starling,Aplonis zelandica,Aplonis zelandica,Aplonis zelandica,Aplonis zelandica,Passeriformes,Sturnidae,Sturnidae,Sturnidae,Sturnidae,Aplonis
AVIBASE-042AEBF1,Rhipidura drownei,Bougainville Fantail,Rhipidura drownei,Rhipidura drownei,Rhipidura drownei,Rhipidura drownei,Passeriformes,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipiduridae,Rhipidura
AVIBASE-042FBC63,Zosterops fuscicapilla,Capped White-eye,Zosterops fuscicapilla,Zosterops fuscicapilla,Zosterops fuscicapilla,Zosterops fuscicapilla,Passeriformes,Zosteropidae,Zosteropidae,Zosteropidae,Zosteropidae,Zosterops
AVIBASE-0431F843,Calliphlox amethystina,Amethyst Woodstar,Calliphlox amethystina,Calliphlox amethystina,Calliphlox amethystina,Calliphlox amethystina,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Calliphlox
AVIBASE-043F337A,Passerina cyanea,Indigo Bunting,Passerina cyanea,Passerina cyanea,Passerina cyanea,Passerina cyanea,Passeriformes,Cardinalidae,Cardinalidae,Cardinalidae,Cardinalidae,Passerina
AVIBASE-043F6C71,Lophornis delattrei,Rufous-crested Coquette,Lophornis delattrei,Lophornis delattrei,Lophornis delattrei,Lophornis delattrei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Lophornis
AVIBASE-0440B291,Pipile cumanensis,Blue-throated Piping-guan,Pipile cumanensis,Pipile cumanensis,Pipile cumanensis,Pipile cumanensis,Galliformes,Cracidae,Cracidae,Cracidae,Cracidae,Pipile
AVIBASE-044509DA,Aethia pusilla,Least Auklet,Aethia pusilla,Aethia pusilla,Aethia pusilla,Aethia pusilla,Charadriiformes,Alcidae,Alcidae,Alcidae,Alcidae,Aethia
AVIBASE-04480AF2,Geokichla leucolaema,Enggano Thrush,Geokichla leucolaema,Geokichla leucolaema,Geokichla leucolaema,Geokichla leucolaema,Passeriformes,Turdidae,Turdidae,Turdidae,Turdidae,Geokichla
AVIBASE-0457ECD3,Ixos malaccensis,Streaked Bulbul,Ixos malaccensis,Ixos malaccensis,Ixos malaccensis,Ixos malaccensis,Passeriformes,Pycnonotidae,Pycnonotidae,Pycnonotidae,Pycnonotidae,Ixos
AVIBASE-04689F34,Pauxi pauxi,Helmeted Curassow,Pauxi pauxi,Pauxi pauxi,Pauxi pauxi,Pauxi pauxi,Galliformes,Cracidae,Cracidae,Cracidae,Cracidae,Pauxi
AVIBASE-0475179F,Scytalopus bolivianus,Bolivian Tapaculo,Scytalopus bolivianus,Scytalopus bolivianus,Scytalopus bolivianus,Scytalopus bolivianus,Passeriformes,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Rhinocryptidae,Scytalopus
AVIBASE-0475490E,Anopetia gounellei,Broad-tipped Hermit,Anopetia gounellei,Anopetia gounellei,Anopetia gounellei,Anopetia gounellei,Caprimulgiformes,Trochilidae,Trochilidae,Trochilidae,Trochilidae,Anopetia
AVIBASE-04790B6B,Automolus lammi,Pernambuco Foliage-gleaner,Automolus lammi,Automolus lammi,Automolus lammi,Automolus lammi,Passeriformes,Furnariidae,Furnariidae,Furnariidae,Furnariidae,Automolus
AVIBASE-047A7C80,Mentocrex kioloides,Madagascar Forest Rail,Mentocrex kioloides,Mentocrex kioloides,Mentocrex kioloides,Mentocrex kioloides,Gruiformes,Sarothruridae,Sarothruridae,Rallidae,Sarothruridae,Mentocrex
AVIBASE-0480ACAC,Phylloscopus amoenus,Kolombangara Leaf-warbler,Phylloscopus amoenus,Phylloscopus amoenus,Phylloscopus amoenus,Phylloscopus amoenus,Passeriformes,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopidae,Phylloscopus
AVIBASE-0480B7C9,Tinamus guttatus,White-throated Tinamou,Tinamus guttatus,Tinamus guttatus,Tinamus guttatus,Tinamus guttatus,Tinamiformes,Tinamidae,Tinamidae,Tinamidae,Tinamidae,Tinamus
AVIBASE-0482FA7E,Chrysococcyx caprius,Diederik Cuckoo,Chrysococcyx caprius,Chrysococcyx caprius,Chrysococcyx caprius,Chrysococcyx caprius,Cuculiformes,Cuculidae,Cuculidae,Cuculidae,Cuculidae,Chrysococcyx
AVIBASE-048545EA,Buteogallus gundlachii,Cuban Black Hawk,Buteogallus gundlachii,Buteogallus gundlachii,Buteogallus gundlachii,Buteogallus gundlachii,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Buteogallus
AVIBASE-049A1D8F,Myiodynastes hemichrysus,Golden-bellied Flycatcher,Myiodynastes hemichrysus,Myiodynastes hemichrysus,Myiodynastes hemichrysus,Myiodynastes hemichrysus,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Myiodynastes
AVIBASE-049D9AEA,Fulmarus glacialis,Northern Fulmar,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Procellariiformes,Procellariidae,Procellariidae,Procellariidae,Procellariidae,Fulmarus
AVIBASE-04A5B0F9,Phyllastrephus poliocephalus,Grey-headed Greenbul,Phyllastrephus poliocephalus,Phyllastrephus poliocephalus,Phyllastrephus poliocephalus,Phyllastrephus poliocephalus,Passeriformes,Pycnonotidae,Pycnonotidae,Pycnonotidae,Pycnonotidae,Phyllastrephus
AVIBASE-04A7ABB7,Anthochaera chrysoptera,Little Wattlebird,Anthochaera chrysoptera,Anthochaera chrysoptera,Anthochaera chrysoptera,Anthochaera chrysoptera,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Anthochaera
AVIBASE-04A9DF5B,Chloropsis kinabaluensis,Bornean Leafbird,Chloropsis kinabaluensis,Chloropsis kinabaluensis,Chloropsis kinabaluensis,Chloropsis kinabaluensis,Passeriformes,Chloropseidae,Chloropseidae,Chloropseidae,Chloropseidae,Chloropsis
AVIBASE-04AEB6A1,Myzomela albigula,White-chinned Myzomela,Myzomela albigula,Myzomela albigula,Myzomela albigula,Myzomela albigula,Passeriformes,Meliphagidae,Meliphagidae,Meliphagidae,Meliphagidae,Myzomela
AVIBASE-04B43245,Hydrobates homochroa,Ashy Storm-petrel,Hydrobates homochroa,Hydrobates homochroa,Hydrobates homochroa,Hydrobates homochroa,Procellariiformes,Hydrobatidae,Hydrobatidae,Hydrobatidae,Hydrobatidae,Hydrobates
AVIBASE-04CCE338,Hemitriccus zosterops,White-eyed Tody-tyrant,Hemitriccus zosterops,Hemitriccus zosterops,Hemitriccus zosterops,Hemitriccus zosterops,Passeriformes,Tyrannidae,Tyrannidae,Tyrannidae,Tyrannidae,Hemitriccus
AVIBASE-04CD9946,Myrmoborus melanurus,Black-tailed Antbird,Myrmoborus melanurus,Myrmoborus melanurus,Myrmoborus melanurus,Myrmoborus melanurus,Passeriformes,Thamnophilidae,Thamnophilidae,Thamnophilidae,Thamnophilidae,Myrmoborus
AVIBASE-04D7BC6C,Vidua larvaticola,Barka Indigobird,Vidua larvaticola,Vidua larvaticola,Vidua larvaticola,Vidua larvaticola,Passeriformes,Viduidae,Viduidae,Viduidae,Viduidae,Vidua
AVIBASE-04DDADF0,Caprimulgus macrurus,Large-tailed Nightjar,Caprimulgus macrurus,Caprimulgus macrurus,Caprimulgus macrurus,Caprimulgus macrurus,Caprimulgiformes,Caprimulgidae,Caprimulgidae,Caprimulgidae,Caprimulgidae,Caprimulgus
AVIBASE-04FCFB94,Hylophilus brunneiceps,Brown-headed Greenlet,Hylophilus brunneiceps,Hylophilus brunneiceps,Hylophilus brunneiceps,Hylophilus brunneiceps,Passeriformes,Vireonidae,Vireonidae,Vireonidae,Vireonidae,Hylophilus
AVIBASE-0513AFBF,Polyboroides radiatus,Madagascar Harrier-hawk,Polyboroides radiatus,Polyboroides radiatus,Polyboroides radiatus,Polyboroides radiatus,Accipitriformes,Accipitridae,Accipitridae,Accipitridae,Accipitridae,Polyboroides
AVIBASE-0518820F,Brachyramphus perdix,Long-billed Murrelet,Brachyramphus perdix,Brachyramphus perdix,Brachyramphus perdix,Brachyramphus perdix,Charadriiformes,Alcidae,Alcidae,Alcidae,Alcidae,Brachyramphus
AVIBASE-051C102A,Colaptes rivolii,Crimson-mantled Woodpecker,Colaptes rivolii,Colaptes rivolii,Colaptes rivolii,Colaptes rivolii,Piciformes,Picidae,Picidae,Picidae,Picidae,Colaptes
