avibase_id,beak_culmen,beak_culmen_m,beak_culmen_f,beak_nares,beak_nares_m,beak_nares_f,beak_width,beak_width_m,beak_width_f,beak_depth,beak_depth_m,beak_depth_f,tarsus,tarsus_m,tarsus_f,wing_len,wing_len_m,wing_len_f,kipps,kipps_m,kipps_f,secondary,secondary_m,secondary_f,hand_wing_index,hand_wing_index_m,hand_wing_index_f,tail_len,tail_len_m,tail_len_f,sample_size,sample_size_f,sample_size_m,mass,mass_source,inference,habitat,habitat_density,migration,primary_diet,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB,in_avonet,in_birdbase
AVIBASE-10A37318,12.26,12.56667,11.8,6.85,6.65,7.05,2.62,2.56667,2.7,3.22,3.26667,3.15,18.12,18.5,17.55,54.6,55.0,54.0,12.8,12.6,13.0,41.2,41.4,41.0,23.675,23.3,24.05,48.5,49.5,47.5,5.0,2.0,3.0,10.6,Dunning,NO,Grassland,2.0,3.0,Carnivore,Invertivore,Generalist,40.72,68.75,57.51,111.96,10065240.33,10.7,0.0,1000.0,1000.0,Grassland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-10A76478,32.72,32.63333,32.85,22.525,21.1,23.95,7.86,7.4,8.55,11.025,10.35,11.7,18.1,17.5,18.7,80.6,81.0,80.0,20.6,20.85,20.35,59.9,60.15,59.65,25.55,25.7,25.4,61.8,61.33333,62.5,5.0,2.0,3.0,52.3,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,-29.44,-1.12,-16.2,-50.58,4329404.4,56.0,0.0,2200.0,2200.0,Woodland,Carnivore,CV,No,Invertivore,True,True
AVIBASE-10B14696,30.4,30.93333,29.6,17.7,17.85,17.55,10.84,11.2,10.3,14.66,14.96667,14.2,44.34,45.96667,41.9,247.6,250.66667,243.0,46.6,46.2,47.0,200.9,205.8,196.0,18.8,18.35,19.25,250.4,258.33333,238.5,5.0,2.0,3.0,527.0,Dunning,NO,Grassland,3.0,1.0,Herbivore,Frugivore,Insessorial,-4.26,16.37,7.02,32.84,1014236.61,541.0,0.0,1500.0,1500.0,Woodland,Herbivore,PL,No,Frugivore,True,True
AVIBASE-10B5497A,16.1,15.8,,10.44,10.4,10.2,3.38,3.3,3.55,4.0,3.98,3.8,19.64,19.36,19.9,74.49,73.18,75.5,14.8625,14.06667,16.9,59.65,58.84,58.6,19.9625,19.43333,22.45,42.08333,38.0,,10.0,2.0,5.0,18.0,Dunning,NO,Grassland,3.0,1.0,Carnivore,Invertivore,Terrestrial,-24.07,-12.14,-17.68,-49.67,1456963.68,18.0,500.0,750.0,1250.0,Grassland,Carnivore,BU,No,Invertivore,True,True
AVIBASE-10B56544,13.62,14.16667,12.8,5.275,5.45,5.1,2.38,2.53333,2.15,4.02,4.1,3.9,24.3,23.73333,25.15,77.0,76.0,78.5,10.875,10.75,11.0,66.375,65.25,67.5,14.125,14.2,14.05,45.4,42.33333,50.0,5.0,2.0,3.0,37.7,Dunning,NO,Wetland,1.0,1.0,Carnivore,Aquatic predator,Terrestrial,-34.84,10.36,-9.18,24.48,4402555.0,37.0,0.0,2700.0,2700.0,Wetland,Carnivore,"CP,DM",No,Invertivore,True,True
AVIBASE-10BC73B2,14.95294,14.85294,15.05294,8.98214,8.97647,8.99091,3.38571,3.33529,3.46364,3.70357,3.62258,3.804,15.42,15.36452,15.49167,50.91053,51.24063,50.488,7.47895,7.725,7.05714,43.92963,43.8,44.11818,14.82105,15.19167,14.18571,36.48909,36.70323,36.2125,57.0,25.0,32.0,8.1,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-17.54,15.88,-3.47,-63.12,7734412.17,7.8,0.0,1400.0,1400.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-10C2881A,45.68,45.23333,46.35,27.375,26.2,28.55,10.16,10.13333,10.2,11.88,12.13333,11.5,47.9,49.2,45.95,315.0,322.66667,303.5,154.25,166.5,142.0,156.25,151.0,161.5,49.525,52.3,46.75,113.6,114.66667,112.0,5.0,2.0,3.0,793.4,Dunning,NO,Marine,3.0,3.0,Carnivore,Aquatic predator,Aquatic,-78.14,-24.19,-52.75,2.06,97370037.04,897.5,0.0,300.0,300.0,Marine,Carnivore,CR,No,Invertivore,True,True
AVIBASE-10C601D3,13.46429,13.35,13.85,7.92,8.2,7.73333,3.84286,3.85,3.83333,3.82857,3.75,3.93333,19.11875,18.43333,19.9,69.8625,72.78333,72.42,22.05,22.5,21.6,50.175,50.175,50.175,30.5625,31.0,30.125,51.63636,52.23333,50.92,16.0,5.0,6.0,11.8,Dunning,NO,Forest,1.0,3.0,Omnivore,Invertivore,Insessorial,43.15,64.05,52.51,-92.37,2650066.12,11.88333,0.0,1100.0,1100.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-10C68CA3,21.95,21.92,,12.63333,12.64,,7.58333,8.0,,12.4,12.48,,28.15,27.48,,150.12,147.65,,40.56,40.7,,109.56,106.95,,27.08,27.6,,72.91667,71.1,,6.0,0.0,5.0,120.0,Dunning,NO,Forest,2.0,1.0,Carnivore,Vertivore,Insessorial,-32.8,10.58,-22.44,-53.48,1098550.77,109.66667,600.0,3200.0,3800.0,Forest,Carnivore,CV,No,Omnivore,True,True
AVIBASE-10D0AD82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wetland,Herbivore,,No,Herbivore terrestrial,False,True
AVIBASE-10D3B698,39.9,,39.9,29.5,,29.5,3.8,,3.8,5.1,,5.1,29.8,,29.8,78.0,,78.0,3.2,,3.2,74.8,,74.8,4.1,,4.1,58.0,,58.0,1.0,1.0,0.0,35.5,Updated_literature,NO,Forest,1.0,1.0,Carnivore,Invertivore,Terrestrial,27.09,27.99,27.55,97.82,4321.04,40.6,540.0,0.0,540.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-10D43C0F,15.3,15.66667,14.75,12.45,12.75,12.15,3.12,3.13333,3.1,2.74,2.76667,2.7,12.3,12.4,12.15,48.4,50.0,46.0,10.275,11.5,9.05,37.475,38.0,36.95,21.4,23.2,19.6,26.6,28.0,24.5,5.0,2.0,3.0,6.4,Dunning,NO,Forest,1.0,1.0,Omnivore,Omnivore,Insessorial,2.12,19.57,12.92,122.57,229948.47,7.23333,0.0,1220.0,1220.0,Forest,Omnivore,PN,No,Omnivore,True,True
AVIBASE-10E5B18E,17.62222,17.54,17.725,9.85,9.65,10.05,3.5,3.43333,3.6,3.48,3.53333,3.4,23.04444,22.78,23.375,82.16667,81.88,82.525,16.6625,17.05,16.275,65.65,65.05,66.25,20.2,20.725,19.675,63.41111,63.22,63.65,9.0,4.0,5.0,15.2,Dunning,NO,Rock,2.0,1.0,Carnivore,Invertivore,Insessorial,7.81,32.98,19.31,32.42,2174337.34,14.95,0.0,2000.0,2000.0,Rock,Carnivore,"CR,HC,PL",No,Invertivore,True,True
AVIBASE-10EF17DC,16.0,,,8.5,,,3.0,,,3.8,,,22.2,,,56.0,,,7.1,,,48.9,,,12.7,,,53.0,,,1.0,0.0,0.0,13.8,EltonTraits_Model,NO,Shrubland,1.0,1.0,Carnivore,Invertivore,Insessorial,8.65,9.02,8.8,-82.72,1382.25,17.0,500.0,850.0,1350.0,Wetland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-10F11D12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1700.0,1700.0,Forest,Omnivore,PN,No,Omnivore,False,True
AVIBASE-10F913B3,13.625,13.6,13.65,8.15,8.15,8.15,5.4,5.45,5.35,7.075,7.3,6.85,19.025,20.55,17.5,95.0,98.5,91.5,16.925,18.9,14.95,78.075,79.6,76.55,17.75,19.15,16.35,94.0,96.0,92.0,4.0,2.0,2.0,44.0,Dunning,NO,Shrubland,2.0,1.0,Herbivore,Omnivore,Insessorial,17.36,29.17,23.9,99.22,1162572.35,44.0,1200.0,1300.0,2500.0,Shrubland,Omnivore,"CP,SA",No,Omnivore,True,True
AVIBASE-10FCE777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1700.0,1700.0,Forest,Omnivore,PN,No,Omnivore,False,True
AVIBASE-10FE38DF,81.325,85.35,77.3,72.575,76.75,68.4,21.725,21.9,21.55,29.575,30.4,28.75,29.375,29.85,28.9,119.0,118.0,120.0,24.575,25.25,23.9,94.425,92.75,96.1,20.625,21.4,19.85,104.5,102.0,107.0,4.0,2.0,2.0,135.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-3.3,8.34,2.8,-58.81,1558794.85,136.0,0.0,800.0,800.0,Forest,Herbivore,CV,No,Frugivore,True,True
AVIBASE-11093B09,32.03529,32.24167,31.54,21.75,21.75,21.75,8.82941,8.98333,8.46,8.61765,8.69167,8.44,25.46364,25.62222,24.75,142.85882,143.46667,141.4,39.0,38.8,39.8,107.55,107.7,106.95,26.62,26.4875,27.15,101.96875,101.67273,102.62,17.0,5.0,12.0,73.7,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,11.4,32.14,22.35,98.39,1953091.34,74.0,1200.0,2800.0,4000.0,Forest,Omnivore,CP,No,Omnivore,True,True
AVIBASE-110CF425,14.62,14.96667,14.1,7.725,7.7,7.75,4.6,4.76667,4.35,5.18,5.16667,5.2,24.28,24.46667,24.0,97.0,98.66667,94.5,37.95,37.25,38.65,58.55,61.25,55.85,39.35,37.8,40.9,35.4,37.66667,32.0,5.0,2.0,3.0,94.8,Dunning,NO,Grassland,3.0,3.0,Herbivore,Omnivore,Terrestrial,26.61,57.36,49.71,124.3,3249717.59,94.5,850.0,2150.0,3000.0,Grassland,Herbivore,SC,No,Herbivore terrestrial,True,True
AVIBASE-110E01EA,42.08,44.03333,39.15,35.825,37.15,34.5,15.34,15.53333,15.05,25.34,25.96667,24.4,27.42,28.2,26.25,283.6,286.33333,279.5,90.5,90.0,91.0,190.25,192.0,188.5,32.25,31.95,32.55,165.0,177.0,147.0,5.0,2.0,3.0,865.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-10.55,-1.21,-5.58,142.61,275735.64,777.5,500.0,1300.0,1800.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-1115C355,14.25,14.8,14.06667,8.575,9.1,8.4,5.075,5.5,4.93333,3.9,4.2,3.8,17.475,18.0,17.3,66.25,74.0,63.66667,10.875,11.6,10.63333,55.4,62.4,53.06667,16.45,15.7,16.7,57.25,62.0,55.66667,4.0,3.0,1.0,14.3,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-12.34,8.36,0.67,-63.54,1167038.38,14.15,0.0,350.0,350.0,Forest,Carnivore,SP,No,Invertivore,True,True
AVIBASE-11167D53,31.6,29.8,30.2,16.825,,12.9,19.34,21.5,16.0,14.4,14.7,11.0,27.3,27.5,26.6,129.4,138.0,122.0,26.325,,28.9,100.925,,93.1,20.725,,23.7,82.0,96.0,72.0,5.0,1.0,1.0,27.1,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,9.59,12.59,11.26,124.85,22689.04,37.5,100.0,650.0,750.0,Forest,Carnivore,PN,No,Invertivore,True,True
AVIBASE-1117758C,35.68,31.3,38.6,20.65,19.3,22.0,10.88,10.35,11.23333,18.06,16.2,19.3,54.5,51.5,57.5,364.8,342.0,380.0,161.25,152.5,170.0,198.0,189.5,206.5,44.875,44.6,45.15,205.2,181.0,221.33333,5.0,3.0,2.0,775.1,Dunning,NO,Forest,2.0,1.0,Carnivore,Vertivore,Generalist,-39.14,-10.7,-25.34,134.65,7265023.22,811.25,0.0,1500.0,1500.0,Forest,Carnivore,PL,No,Vertivore,True,True
AVIBASE-111F1E7D,16.51818,17.76667,19.0,9.34444,9.25,9.95,5.13,5.2,5.0,6.09,5.93333,6.2,21.31818,21.26667,20.7,79.27273,81.0,82.0,14.05,12.3,14.0,65.25,69.7,68.0,17.75,15.0,17.0,61.63636,61.0,60.5,11.0,2.0,3.0,25.6,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-13.86,8.35,-4.38,-76.2,200407.23,26.375,300.0,1500.0,1800.0,Forest,Herbivore,CP,No,Frugivore,True,True
AVIBASE-112437E1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,7.9,DataFromSplit,YES,Forest,2.0,1.0,Herbivore,Omnivore,Insessorial,14.84,15.29,15.1,145.7,241.05,7.8,0.0,475.0,475.0,Forest,Herbivore,CP,No,Omnivore,True,True
AVIBASE-1125F89D,152.25,163.0,150.5,85.95,90.9,81.85,11.575,11.4,11.45,20.8,22.1,20.55,250.25,260.0,245.5,538.25,573.0,530.0,228.75,245.0,225.0,309.5,328.0,305.0,42.5,42.8,42.45,193.25,207.0,187.0,4.0,2.0,1.0,4663.0,Dunning,NO,Wetland,3.0,3.0,Herbivore,Omnivore,Terrestrial,43.88,51.68,48.27,121.5,748047.17,5581.5,0.0,1000.0,1000.0,Wetland,Omnivore,HC,No,Omnivore,True,True
AVIBASE-112C6BA3,18.52,19.01429,17.36667,9.025,8.9,9.15,4.72,4.9,4.3,5.64444,5.64286,5.65,25.6875,26.41667,23.5,109.7,111.71429,105.0,25.95,26.88333,23.15,84.3,84.61667,83.35,23.4875,24.1,21.65,87.8,85.71429,92.66667,10.0,3.0,7.0,36.6,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-35.96,-32.89,-34.55,141.35,102346.36,35.36667,0.0,180.0,180.0,Shrubland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-112F924B,29.83333,29.83333,,,,,9.25,9.25,,8.35,8.35,,26.06667,26.06667,,138.0,138.0,,33.16667,33.16667,,104.83333,104.83333,,24.03333,24.03333,,88.83333,88.83333,,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,True,False
AVIBASE-11324DC8,75.55,75.5,75.7,48.975,50.6,44.1,20.05,20.56667,18.5,29.15,29.4,28.4,104.1,103.66667,105.4,592.25,588.66667,603.0,220.5,215.0,237.0,371.75,373.66667,366.0,37.225,36.53333,39.3,217.25,219.66667,210.0,4.0,1.0,3.0,5515.0,Dunning,NO,Woodland,3.0,1.0,Scavenger,Scavenger,Terrestrial,11.48,29.26,24.18,93.19,705181.48,5600.0,200.0,1300.0,1500.0,Grassland,Scavenger,,No,Scavenger,True,True
AVIBASE-113784EC,20.64,21.33333,19.6,12.825,13.05,12.6,10.92,10.5,11.55,10.08,10.3,9.75,14.525,14.0,15.05,137.0,137.0,137.0,53.6,53.85,53.35,83.15,82.65,83.65,39.225,39.45,39.0,166.72,167.33333,165.8,5.0,2.0,3.0,73.0,Updated_literature,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,2.52,6.28,3.96,115.62,18608.27,73.0,900.0,600.0,1500.0,Forest,Carnivore,O,No,Invertivore,True,True
AVIBASE-11453A98,19.4875,20.15,17.5,10.725,11.0,10.45,6.75,7.08333,5.75,5.075,5.16667,4.8,15.7625,16.25,14.3,91.625,92.5,89.0,21.9375,22.36667,20.65,69.6875,70.13333,68.35,23.9375,24.18333,23.2,102.875,108.5,86.0,8.0,2.0,6.0,18.7,Dunning,NO,Forest,2.0,3.0,Carnivore,Invertivore,Insessorial,19.95,39.22,34.57,132.24,390211.35,18.2,0.0,1000.0,1000.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-114CC90E,19.2,19.2,18.4,13.6,13.45,13.75,1.92,2.2,1.5,1.48,1.56667,1.35,5.0,5.1,4.85,49.40667,50.42857,46.18333,31.25,32.0,30.5,15.5,16.0,15.0,66.875,66.7,67.05,28.11111,29.8,26.0,15.0,6.0,7.0,2.6,Dunning,NO,Woodland,2.0,2.0,Herbivore,Nectarivore,Aerial,1.71,12.46,8.72,-73.01,309533.13,3.4,0.0,1300.0,1300.0,Grassland,Herbivore,CP,No,Nectarivore,True,True
AVIBASE-11507BB3,11.78,12.3,11.9,4.1,3.85,4.35,3.88,4.3,3.95,2.625,2.6,2.65,12.88,14.05,12.15,176.0,178.5,174.0,124.5,126.25,122.75,51.75,52.25,51.25,70.65,70.75,70.55,73.6,74.5,73.0,5.0,2.0,2.0,42.4,Dunning,NO,Desert,1.0,2.0,Carnivore,Invertivore,Aerial,-30.31,-14.22,-23.87,17.65,882341.76,44.25,,,,Desert,Carnivore,CP,No,Invertivore,True,True
AVIBASE-11512CF4,78.06364,78.21429,79.4,60.59,60.1,61.65,9.50909,9.47143,9.15,12.61818,12.8,12.5,92.04545,92.28571,89.55,257.81818,259.0,262.0,98.35,97.54286,103.85,160.25,161.45714,158.15,37.98,37.6,39.65,88.0,90.57143,72.0,11.0,2.0,7.0,338.6,Dunning,NO,Wetland,3.0,1.0,Carnivore,Aquatic predator,Terrestrial,-27.37,42.25,6.61,-72.72,5634382.17,352.0,0.0,1700.0,1700.0,Wetland,Carnivore,,No,Omnivore,True,True
AVIBASE-1154B900,20.75,21.6,19.9,12.09,12.54,11.64,4.9,5.0,4.8,6.43,6.38,6.48,31.28,31.18,31.38,83.52,83.62,83.42,9.15,8.2,10.1,75.44,75.44,75.44,11.2,10.26667,12.13333,55.18,55.38,54.98,10.0,5.0,5.0,50.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-9.35,-2.22,-5.55,-58.57,234463.48,50.0,0.0,150.0,150.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-115AF02D,31.12,32.08,30.075,18.4375,19.275,17.6,3.51,3.46,3.45,5.45,5.6,5.225,15.76,15.52,15.5,201.7,202.8,195.0,123.65,129.025,118.275,74.975,73.225,76.725,62.15,63.725,60.575,77.8,79.4,74.5,10.0,4.0,5.0,65.3,Dunning,NO,Wetland,3.0,3.0,Carnivore,Aquatic predator,Aerial,35.73,63.05,50.61,-10.11,12943719.56,73.15,0.0,1540.0,1540.0,Wetland,Carnivore,PL,No,Aquatic predator,True,True
AVIBASE-115CB3F4,13.1,13.1,,8.3,8.3,,5.85,5.85,,7.0,7.0,,13.825,13.825,,77.625,77.625,,22.85,22.85,,54.775,54.775,,29.425,29.425,,51.5,51.5,,4.0,0.0,4.0,16.0,DataFromSplit,NO,Woodland,2.0,1.0,Herbivore,Omnivore,Insessorial,0.86,15.61,9.05,5.91,1497392.7,16.0,1200.0,800.0,2000.0,Grassland,Herbivore,,No,Granivore,True,True
AVIBASE-1161239F,26.95455,27.64,26.14,18.04286,18.86667,17.425,7.13333,7.125,7.14,7.4,7.45714,7.35556,21.98571,22.15556,21.2,123.66667,125.0,122.54545,30.06667,31.24286,29.0375,94.73333,93.9,95.4625,24.07333,24.97143,23.2875,76.32,77.76667,74.95,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,61.66667,0.0,3100.0,3100.0,Forest,Carnivore,CV,No,Invertivore,True,True
AVIBASE-116192F7,9.22,9.26667,9.15,4.55,4.6,4.5,2.04,1.96667,2.15,2.06,2.06667,2.05,16.725,16.95,16.5,48.6,48.33333,49.0,7.525,7.15,7.9,41.975,42.85,41.1,15.225,14.35,16.1,39.3,39.5,39.0,5.0,2.0,3.0,5.3,Dunning,NO,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial,26.73,39.51,33.68,58.18,809025.01,5.56667,0.0,4200.0,4200.0,Shrubland,Carnivore,SP,No,Invertivore,True,True
AVIBASE-116A0791,35.03333,35.65,33.8,24.88,25.26667,24.3,7.28333,7.55,6.75,9.88333,9.975,9.7,35.03333,35.025,35.05,120.7,122.05,118.0,26.96,27.76667,25.75,92.48,92.66667,92.2,22.52,23.0,21.8,97.35,99.95,92.15,6.0,2.0,4.0,113.0,Dunning,NO,Grassland,3.0,2.0,Omnivore,Omnivore,Terrestrial,-54.78,-22.57,-39.91,-67.7,1439470.59,107.5,0.0,3100.0,3100.0,Grassland,Omnivore,"CP,DM",No,Omnivore,True,True
AVIBASE-11715120,76.45,80.63333,65.25,53.35,53.4,52.6,18.04444,18.73333,15.0,23.37778,23.75,23.7,56.2,58.83333,50.45,335.44,344.16667,321.7,126.41,129.68333,123.85,209.03,214.48333,197.85,37.63,37.63333,38.45,166.27,166.33333,163.85,10.0,2.0,6.0,300.0,Updated_literature,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-1.74,2.65,0.64,127.98,24724.98,300.0,0.0,1150.0,1150.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-117278D5,12.5,12.5,13.55,7.075,6.8,7.35,4.075,3.65,4.5,3.76,3.35,4.1,16.0,15.9,16.95,79.96667,79.93333,80.5,17.7,17.7,18.0,62.25,62.23333,62.5,22.11667,22.1,22.35,66.4,64.16667,69.0,6.0,2.0,3.0,17.6,Dunning,NO,Forest,1.0,2.0,Omnivore,Invertivore,Insessorial,-34.62,-12.91,-22.62,-49.5,2216525.02,17.75,0.0,2000.0,2000.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-11755EFA,22.98,23.96667,21.5,15.5,16.4,14.6,4.58,4.56667,4.6,7.08,7.3,6.75,26.44,26.6,26.2,93.4,96.33333,89.0,16.8,15.25,18.35,75.2,79.75,70.65,18.325,16.05,20.6,75.4,78.0,71.5,5.0,2.0,3.0,31.5,Dunning,NO,Wetland,2.0,1.0,Carnivore,Invertivore,Terrestrial,-52.55,-13.04,-33.99,-63.8,2226093.79,31.15,0.0,3800.0,3800.0,Wetland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-11773DB9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,16.6,DataFromSplit,YES,Grassland,2.0,1.0,Carnivore,Invertivore,Insessorial,7.71,10.03,8.86,-70.65,11789.55,14.66667,2700.0,1500.0,4200.0,Shrubland,Carnivore,"CP,CV",No,Invertivore,True,True
AVIBASE-117B6909,46.48,50.33333,40.7,19.4,21.7,17.1,15.72,17.23333,13.45,17.425,18.83333,13.2,60.0,65.0,55.0,341.2,372.33333,294.5,125.25,137.5,113.0,205.75,230.0,181.5,37.9,37.4,38.4,261.25,327.5,195.0,5.0,2.0,3.0,2752.3,Dunning,NO,Forest,2.0,1.0,Herbivore,Herbivore terrestrial,Generalist,45.4,70.38,59.89,128.96,7003788.43,2957.5,,,,Forest,Herbivore,SC,No,Herbivore terrestrial,True,True
AVIBASE-117C0DDF,32.42222,34.12,30.3,18.4375,19.675,17.2,9.87778,10.42,9.2,10.5375,11.175,9.9,63.48889,68.68,57.0,223.95556,244.04,198.85,66.875,74.725,59.025,156.725,173.6,139.85,30.0,30.25,29.75,297.6875,420.6,174.775,9.0,4.0,5.0,1007.5,Dunning,NO,Woodland,1.0,1.0,Herbivore,Omnivore,Terrestrial,24.31,31.31,27.21,114.6,470213.06,1044.25,200.0,1700.0,1900.0,Forest,Herbivore,SC,No,Omnivore,True,True
AVIBASE-118ACEB7,9.23333,9.2,9.26667,4.25,4.4,4.1,3.35,3.15,3.55,2.55,2.45,2.65,11.06667,10.46667,11.66667,99.75,99.5,100.0,47.08333,47.43333,46.73333,52.66667,52.06667,53.26667,47.2,47.66667,46.73333,50.65,52.43333,48.86667,6.0,3.0,3.0,13.0,Dunning,NO,Forest,3.0,1.0,Carnivore,Invertivore,Aerial,-11.95,-1.66,-5.72,20.3,403109.29,13.95,0.0,1000.0,1000.0,Riverine,Carnivore,BU,No,Invertivore,True,True
AVIBASE-1192205B,55.92,54.5,58.05,21.425,21.95,20.9,13.14,13.7,12.3,15.42,15.4,15.45,49.02,50.63333,46.6,413.6,420.0,404.0,130.675,124.6,136.75,278.575,289.9,267.25,31.95,30.05,33.85,263.8,267.66667,258.0,5.0,2.0,3.0,1141.1,Dunning,NO,Woodland,2.0,1.0,Carnivore,Invertivore,Insessorial,-10.58,56.97,32.05,103.73,11263289.52,1117.5,0.0,2000.0,2000.0,Woodland,Carnivore,PL,No,Invertivore,True,True
AVIBASE-119680B1,13.05,12.2,13.9,8.2,7.4,9.0,4.5,4.2,4.8,3.55,3.5,3.6,13.8,13.7,13.9,68.0,68.0,68.0,20.15,19.3,21.0,47.85,48.7,47.0,29.65,28.4,30.9,44.0,43.0,45.0,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,11.825,0.0,1800.0,1547.5,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-11AF29B9,13.15,12.8,13.5,7.35,7.3,7.4,3.05,3.1,3.0,3.55,3.6,3.5,16.15,15.8,16.5,57.75,58.0,57.5,10.35,10.5,10.2,47.4,47.5,47.3,17.9,18.1,17.7,42.5,43.0,42.0,2.0,1.0,1.0,9.0,EltonTraits_Model,NO,Forest,1.0,1.0,Omnivore,Omnivore,Insessorial,-11.66,-11.32,-11.51,153.47,813.98,,0.0,300.0,300.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-11B37CB0,102.22,95.7,112.0,91.95,83.9,100.0,6.24,5.73333,7.0,8.3,8.0,8.6,37.84,37.16667,38.85,133.6,132.66667,135.0,49.25,49.5,49.0,83.25,80.5,86.0,37.15,38.05,36.25,58.4,59.66667,56.5,5.0,2.0,3.0,216.0,Dunning,NO,Wetland,3.0,1.0,Omnivore,Aquatic predator,Terrestrial,-25.18,-13.44,-19.38,48.05,220000.71,216.0,0.0,2500.0,2500.0,Wetland,Carnivore,SC,No,Invertivore,True,True
AVIBASE-11BC1FFE,15.13846,15.93333,13.94,8.1,7.7,8.5,5.4,5.35,5.46667,6.33333,6.2,6.36667,25.13846,25.2,25.06,89.5,91.41667,88.0,14.55,15.95,13.15,74.075,75.8,72.35,16.375,17.35,15.4,75.49231,78.16667,72.08,13.0,5.0,6.0,31.0,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-12.61,11.03,-0.02,-75.67,173969.02,34.95,2100.0,1200.0,3300.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-11CBD603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rock,Carnivore,,Yes,Omnivore,False,True
AVIBASE-11CF8C9A,29.0,28.26667,30.1,15.9,15.5,16.3,4.18,4.2,4.15,5.58,5.4,5.85,30.88,30.73333,31.1,173.0,172.66667,173.5,94.175,92.9,95.45,78.575,79.1,78.05,54.5,54.0,55.0,63.0,64.66667,60.5,5.0,2.0,3.0,201.0,Dunning,NO,Coastal,3.0,3.0,Carnivore,Aquatic predator,Terrestrial,56.76,68.34,63.62,-147.89,662683.31,190.33333,0.0,1800.0,1800.0,Rock,Carnivore,SC,No,Invertivore,True,True
AVIBASE-11D591B6,12.05,,12.05,6.6,,6.6,2.7,,2.7,3.3,,3.3,17.9,,17.9,49.5,,49.5,3.35,,3.35,46.15,,46.15,6.75,,6.75,36.5,,36.5,2.0,2.0,0.0,11.8,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,21.83,22.41,22.11,104.0,1588.73,,1400.0,1100.0,2500.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-11D863E7,7.68,7.63333,7.75,4.025,3.95,4.1,3.425,3.5,3.35,2.575,2.35,2.8,10.92,10.83333,11.05,93.34,92.56667,94.5,49.16,49.4,48.8,44.18,43.16667,45.7,52.68,53.36667,51.65,57.14,54.9,60.5,5.0,2.0,3.0,12.2,Dunning,NO,Forest,3.0,2.0,Carnivore,Invertivore,Aerial,14.11,17.44,15.43,-90.94,75275.04,12.5,1000.0,2100.0,3100.0,Forest,Carnivore,CV,No,Invertivore,True,True
