avibase_id,beak_culmen,beak_culmen_m,beak_culmen_f,beak_nares,beak_nares_m,beak_nares_f,beak_width,beak_width_m,beak_width_f,beak_depth,beak_depth_m,beak_depth_f,tarsus,tarsus_m,tarsus_f,wing_len,wing_len_m,wing_len_f,kipps,kipps_m,kipps_f,secondary,secondary_m,secondary_f,hand_wing_index,hand_wing_index_m,hand_wing_index_f,tail_len,tail_len_m,tail_len_f,sample_size,sample_size_f,sample_size_m,mass,mass_source,inference,habitat,habitat_density,migration,primary_diet,trophic_niche,lifestyle,lat_min,lat_max,lat_centroid,lon_centroid,range_size,mass_BB,elevation_min_BB,elevation_range_BB,elevation_max_BB,habitat_BB,primary_diet_BB,nest_type_BB,flightless_BB,trophic_niche_BB,in_avonet,in_birdbase
AVIBASE-A9B27948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,650.0,650.0,Forest,Carnivore,,No,Invertivore,False,True
AVIBASE-A9B288AF,14.94737,15.3,,7.81579,7.3,,4.05263,3.9,,3.99487,4.1,4.21111,22.545,23.13636,23.12,64.08974,65.25,63.4,9.13421,8.51,8.44,54.90526,56.74,54.96,14.23684,13.0,13.27,59.94595,61.0,60.8,40.0,10.0,11.0,14.6,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-24.18,-12.58,-17.01,-66.43,116028.34,14.6,700.0,1100.0,1800.0,Forest,Carnivore,SP,No,Invertivore,True,True
AVIBASE-A9C71560,15.78333,15.75,15.45,9.08333,9.7,8.95,3.5,3.75,3.55,3.78333,3.8,3.75,19.06667,17.6,18.35,62.66667,65.0,61.5,5.68333,5.95,5.9,56.98333,59.05,55.6,9.06667,9.15,9.6,54.5,56.5,52.5,6.0,2.0,2.0,11.8,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-7.82,7.36,0.44,113.7,714008.81,16.0,0.0,1200.0,1200.0,Human Modified,Carnivore,SP,No,Invertivore,True,True
AVIBASE-A9CCA8B6,20.64,20.96667,20.15,13.25556,13.55714,12.2,4.34,4.4125,4.05,5.57,5.65,5.25,24.08,24.1375,23.85,87.36,88.7,82.0,17.25,17.55,16.35,70.4625,72.06667,65.65,19.75,19.7,19.9,85.0,83.25,88.5,10.0,2.0,8.0,25.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-29.01,11.24,-18.59,-54.04,2187683.25,29.0,0.0,2500.0,2500.0,Forest,Carnivore,"BU,CV",No,Invertivore,True,True
AVIBASE-A9CF79A7,18.39,18.6375,17.4,10.0,10.05,9.95,5.39,5.5375,4.8,4.48,4.475,4.5,24.25,24.6375,22.7,84.6,84.6875,84.25,22.13,22.275,21.55,62.57,62.5375,62.7,26.13,26.2625,25.6,77.6,76.375,82.5,10.0,2.0,8.0,24.3,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-22.71,-10.16,-18.5,166.04,34357.57,21.1,0.0,600.0,600.0,Forest,Carnivore,HC,No,Invertivore,True,True
AVIBASE-A9D2D8D4,15.275,15.55,14.6,7.75,8.0,7.0,2.925,2.85,3.1,3.75,3.8,3.8,25.7,26.25,25.2,63.125,66.5,57.0,3.76667,4.1,3.6,58.06667,61.9,53.4,6.1,6.2,6.3,66.75,67.5,66.0,4.0,1.0,2.0,21.5,Inferred,YES,Wetland,2.0,1.0,Carnivore,Invertivore,Generalist,24.32,28.41,26.45,93.99,62696.43,,0.0,800.0,800.0,Wetland,Carnivore,"CP,SP",No,Invertivore,True,True
AVIBASE-A9D39709,11.9,11.9,,7.7,7.7,,3.6,3.6,,2.9,2.9,,16.0,16.0,,51.5,51.5,,9.9,9.9,,41.6,41.6,,19.2,19.2,,50.0,50.0,,1.0,0.0,1.0,8.8,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,7.54,9.35,8.63,-78.36,17272.59,9.26667,900.0,1100.0,2000.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-A9D4B4FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.5,0.0,1000.0,1000.0,Forest,Herbivore,,No,Nectarivore,False,True
AVIBASE-A9D587B9,355.5,362.66667,334.0,271.0,275.66667,257.0,56.88333,57.875,54.9,64.7,65.2,63.2,74.46,71.85,84.9,509.4,510.5,505.0,133.675,138.2,120.1,385.825,386.13333,384.9,25.725,26.36667,23.8,421.4,424.0,411.0,6.0,2.0,4.0,2790.8,Dunning,NO,Forest,1.0,1.0,Omnivore,Frugivore,Insessorial,-5.95,30.08,15.78,98.02,2951578.25,2876.25,0.0,2000.0,2000.0,Forest,Herbivore,CV,No,Frugivore,True,True
AVIBASE-A9D5F566,19.07895,19.62308,17.9,12.625,12.325,12.925,6.33158,6.54615,5.86667,5.88947,5.90769,5.85,18.73158,18.97692,18.2,83.71053,84.42308,82.16667,14.15,14.21,14.0,69.35,69.69,68.5,16.93571,16.93,16.95,66.60526,66.26923,67.33333,19.0,6.0,13.0,22.0,Dunning,NO,Forest,1.0,2.0,Carnivore,Invertivore,Insessorial,-15.1,-0.34,-5.5,141.3,226581.08,20.5,400.0,1200.0,1600.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-A9DA95E4,13.25,13.5,13.0,8.525,8.6,8.45,4.3,4.45,4.15,5.5,5.5,5.5,19.45,19.55,19.35,75.0,77.0,73.0,15.625,16.05,15.2,59.375,60.95,57.8,20.825,20.85,20.8,49.5,54.0,45.0,4.0,2.0,2.0,21.3,Dunning,NO,Shrubland,2.0,1.0,Omnivore,Omnivore,Terrestrial,11.91,33.53,22.55,78.38,2147813.66,20.575,0.0,1000.0,1000.0,Shrubland,Omnivore,DM,No,Omnivore,True,True
AVIBASE-A9EF14E1,31.73333,31.5,31.85,22.5,21.85,22.7,3.85714,3.875,3.6,5.15,5.1,5.15,19.31429,19.275,18.85,93.5,92.55,94.5,20.66667,20.25,22.3,72.9,72.3,73.7,22.05,21.85,23.2,81.66667,77.0,84.0,7.0,2.0,4.0,27.9,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-32.34,-22.39,-27.04,-51.88,497665.62,28.0,0.0,1600.0,1600.0,Forest,Carnivore,"CR,CV",No,Invertivore,True,True
AVIBASE-A9EF5D3A,21.925,,21.05,17.9,,17.3,11.075,,11.3,17.35,,17.5,17.9,,17.1,130.25,,121.5,56.9,,,84.1,,,40.4,,,95.5,,93.0,4.0,2.0,0.0,113.3,DataFromSplit,NO,Forest,1.0,1.0,Herbivore,Omnivore,Insessorial,-9.11,-7.01,-8.55,117.0,24604.96,104.73333,0.0,700.0,700.0,Woodland,Herbivore,CV,No,Nectarivore,True,True
AVIBASE-A9F51494,32.83333,30.975,36.55,21.8,20.65,22.95,14.8,14.525,15.35,17.9,17.325,19.05,52.58333,50.15,57.45,378.5,365.75,404.0,190.5,186.5,194.5,191.75,174.0,209.5,49.925,51.7,48.15,204.5,198.25,217.0,6.0,2.0,4.0,961.2,Dunning,NO,Grassland,3.0,3.0,Carnivore,Vertivore,Generalist,28.11,59.73,46.79,77.96,11514254.26,997.5,0.0,4700.0,4700.0,Grassland,Carnivore,O,No,Vertivore,True,True
AVIBASE-A9F8C658,14.15,14.42,12.8,9.02,9.225,8.2,1.65,1.7,1.4,1.67143,1.7,1.6,6.1,5.66,8.3,66.07143,66.7,64.5,38.2,38.0,38.6,27.38333,28.125,25.9,58.26667,57.45,59.9,56.64286,58.3,52.5,7.0,2.0,5.0,5.8,Dunning,NO,Grassland,3.0,1.0,Herbivore,Nectarivore,Aerial,-17.18,0.67,-10.13,-73.98,120440.27,5.275,3000.0,1200.0,4200.0,Grassland,Herbivore,,No,Nectarivore,True,True
AVIBASE-A9FC6BC0,40.575,,40.65,26.5,,27.65,16.2,,15.8,12.175,,11.3,37.275,,37.0,186.0,,180.5,81.15,,80.45,104.85,,100.05,43.65,,44.55,92.5,,88.5,4.0,2.0,0.0,324.0,Dunning,NO,Riverine,3.0,1.0,Carnivore,Aquatic predator,Aquatic,-10.36,-0.34,-5.25,141.6,339423.01,345.66667,3000.0,1100.0,4100.0,Riverine,Carnivore,,No,Invertivore,True,True
AVIBASE-A9FD4193,38.31429,37.84,39.5,28.58333,28.2,29.35,5.14286,5.24,4.9,4.8,4.72,5.0,18.34286,18.36,18.3,83.71429,83.0,85.5,17.26667,17.95,15.9,67.41667,66.325,69.6,20.56667,21.525,18.65,52.57143,54.6,47.5,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,,,,,,,,,,True,False
AVIBASE-AA027706,11.92,11.83333,12.05,6.525,6.2,6.85,2.76,2.66667,2.9,2.8,2.76667,2.85,17.82,17.4,18.45,58.9,59.16667,58.5,9.425,8.95,9.9,49.2,49.8,48.6,16.075,15.2,16.95,56.1,56.83333,55.0,5.0,2.0,3.0,9.9,Dunning,NO,Shrubland,2.0,3.0,Carnivore,Invertivore,Insessorial,29.94,47.02,39.84,56.24,1359316.78,9.25,0.0,2000.0,2000.0,Shrubland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-AA0BCF4A,10.84,10.82,10.86,9.375,9.35,9.4,5.84,5.78,5.9,7.31,7.22,7.4,16.68,16.5,16.86,55.35,55.0,55.7,9.825,9.5,10.15,45.55,45.25,45.85,17.725,17.35,18.1,46.85,46.9,46.8,10.0,5.0,5.0,12.9,Dunning,NO,Shrubland,2.0,1.0,Herbivore,Granivore,Insessorial,-35.19,-31.23,-33.76,118.2,82318.02,13.0,0.0,500.0,500.0,Shrubland,Herbivore,SP,No,Granivore,True,True
AVIBASE-AA0E632A,23.475,22.7,24.25,18.0,17.8,18.2,2.125,2.0,2.25,2.025,2.05,2.0,5.325,5.5,5.15,62.25,65.0,59.5,40.525,42.5,38.55,21.725,22.5,20.95,65.075,65.35,64.8,34.5,35.5,33.5,4.0,2.0,2.0,5.1,DataFromSplit,NO,Forest,1.0,1.0,Herbivore,Nectarivore,Aerial,8.7,9.83,9.38,-83.42,6345.09,5.425,1250.0,1900.0,3150.0,Forest,Herbivore,CP,No,Nectarivore,True,True
AVIBASE-AA0FABE2,14.4,14.31667,14.525,8.45,8.55,8.35,3.11,3.15,3.05,3.76,3.77,3.74,21.74667,21.83,21.58,58.1,59.05,56.2,7.83077,8.4125,6.9,50.13077,50.65,49.3,13.51538,14.275,12.3,56.26667,56.5,55.8,,,,,MISSING,MISSING,MISSING,,,MISSING,MISSING,MISSING,,,,,,13.375,0.0,1000.0,1000.0,Wetland,Carnivore,CP,No,Invertivore,True,True
AVIBASE-AA0FBFE2,32.675,31.45,33.9,15.3,15.5,15.1,9.675,8.9,10.45,14.85,14.25,15.45,52.275,52.7,51.85,258.5,256.0,261.0,77.75,76.95,78.55,180.75,179.05,182.45,30.05,30.0,30.1,146.5,147.5,145.5,4.0,2.0,2.0,380.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Vertivore,Insessorial,-55.98,-32.24,-44.09,-71.82,639116.13,355.0,0.0,2000.0,2000.0,Forest,Carnivore,"CV,O",No,Vertivore,True,True
AVIBASE-AA127B89,27.92,28.6,26.9,18.55,18.525,18.6,7.03333,7.15,6.8,9.75,10.075,9.1,41.15714,40.84,41.95,122.1,122.54,121.0,25.7,24.65,26.75,95.96667,96.825,94.25,21.2,20.25,22.15,40.6,41.33333,39.5,7.0,2.0,5.0,76.0,Dunning,NO,Forest,1.0,3.0,Carnivore,Invertivore,Terrestrial,4.36,21.82,15.55,103.07,937561.38,95.0,0.0,800.0,800.0,Forest,Carnivore,DM,No,Invertivore,True,True
AVIBASE-AA12C545,15.36,13.2,18.1,8.3,6.7,9.95,3.8,3.45,4.2,3.425,3.22857,3.73333,20.65,19.87143,21.86667,64.86667,64.28571,64.83333,10.11538,11.52,8.91667,53.96429,51.06667,55.91667,16.62857,19.98333,13.75,67.06667,68.42857,62.33333,16.0,6.0,7.0,11.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-30.08,10.92,-5.8,-70.68,885630.6,11.78,2500.0,1900.0,4400.0,Forest,Carnivore,CP,No,Invertivore,True,True
AVIBASE-AA1E16FC,33.35,33.0,33.7,17.9,18.4,17.4,6.35,6.6,6.1,8.0,,8.0,35.7,35.6,35.8,238.0,240.0,236.0,116.45,109.1,123.8,121.55,130.9,112.2,49.0,45.5,52.5,92.65,92.0,93.3,2.0,1.0,1.0,409.0,Dunning,NO,Marine,3.0,2.0,Carnivore,Aquatic predator,Aquatic,-17.92,-2.81,-4.81,153.43,120483.98,185.0,0.0,0.0,0.0,Marine,Carnivore,"BU,CR",No,Invertivore,True,True
AVIBASE-AA1E1D68,13.575,13.46667,13.9,7.475,7.4,7.7,4.125,4.06667,4.3,3.35,3.33333,3.4,19.6,19.3,20.5,60.0,60.33333,59.0,8.5,8.96667,7.1,51.5,51.36667,51.9,14.125,14.83333,12.0,54.25,54.33333,54.0,4.0,1.0,3.0,8.9,Updated_literature,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-9.87,-5.49,-7.81,-78.54,20071.86,8.85,1400.0,1450.0,2850.0,Shrubland,Carnivore,,No,Invertivore,True,True
AVIBASE-AA268B7C,12.94,12.66667,,7.32,6.8,,4.02,4.16667,,3.14,2.96667,,18.2,18.46667,,53.2,53.0,,6.12,7.0,,47.08,46.0,,11.5,13.2,,49.4,50.0,,5.0,0.0,3.0,10.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-27.81,-12.55,-22.46,-47.44,737548.44,11.5,0.0,1300.0,1300.0,Forest,Carnivore,PN,No,Invertivore,True,True
AVIBASE-AA3EB700,27.02667,27.76667,25.91667,15.3,16.4,14.2,3.95333,4.01111,3.86667,4.62,4.78889,4.36667,24.42,25.23333,23.2,87.0,89.22222,83.66667,11.55,11.9,11.2,72.95,77.1,68.8,13.7,13.4,14.0,69.8,70.88889,68.16667,15.0,6.0,9.0,31.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-19.61,-14.68,-17.18,145.57,27328.2,31.375,0.0,1100.0,1100.0,Forest,Omnivore,CP,No,Omnivore,True,True
AVIBASE-AA418933,17.12222,17.35,16.94,10.07778,10.125,10.04,4.43,4.475,4.4,4.49286,4.63333,4.3875,21.77857,21.95,21.65,59.02857,60.48333,57.9375,4.525,4.7,4.35,54.05556,54.95,53.34,7.625,7.8,7.45,54.03571,55.48333,52.95,14.0,8.0,6.0,16.0,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,-10.4,2.51,-1.51,-52.69,393677.48,16.0,0.0,300.0,300.0,Forest,Carnivore,PN,No,Invertivore,True,True
AVIBASE-AA4385A2,16.26,15.73333,17.05,10.85,10.65,11.05,3.1,3.2,2.95,3.15,3.25,3.05,26.52,26.2,27.0,106.2,106.0,106.5,59.25,60.0,58.5,48.5,49.0,48.0,55.0,55.05,54.95,44.2,41.0,49.0,5.0,2.0,3.0,42.3,Dunning,NO,Coastal,3.0,2.0,Carnivore,Aquatic predator,Terrestrial,5.92,56.69,40.96,74.32,13539453.43,47.725,0.0,3000.0,3000.0,Coastal,Carnivore,SC,No,Invertivore,True,True
AVIBASE-AA48D853,9.74,9.9,9.63333,5.725,5.85,5.6,2.32,2.45,2.23333,2.7,2.9,2.56667,14.32,14.85,13.96667,46.16667,47.0,45.75,2.975,3.1,2.85,43.025,43.9,42.15,6.45,6.6,6.3,18.01667,20.0,17.025,6.0,4.0,2.0,8.4,Dunning,NO,Forest,2.0,1.0,Carnivore,Invertivore,Insessorial,-8.64,10.3,2.74,7.59,1125336.65,8.46667,0.0,1500.0,1500.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AA52C3B1,16.725,17.4,16.05,9.525,9.7,9.35,2.65,2.6,2.7,3.25,3.25,3.25,27.4,26.85,27.95,117.5,117.0,118.0,57.25,57.0,57.5,60.25,60.0,60.5,48.725,48.75,48.7,48.0,48.5,47.5,4.0,2.0,2.0,44.9,Dunning,NO,Wetland,3.0,1.0,Carnivore,Aquatic predator,Terrestrial,-26.96,-10.66,-18.69,-68.99,605273.3,45.0,3000.0,1500.0,4500.0,Grassland,Carnivore,,No,Invertivore,True,True
AVIBASE-AA587D5F,14.30833,14.61,12.8,8.11818,8.02222,8.55,4.89167,4.91,4.8,5.51667,5.52,5.5,18.31667,18.3,18.4,73.83333,73.8,74.0,15.87273,15.76667,16.35,58.13636,58.24444,57.65,21.45455,21.31111,22.1,56.16667,56.6,54.0,12.0,2.0,10.0,25.4,Dunning,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,19.26,27.23,21.93,-78.77,126553.5,23.3,0.0,2000.0,2000.0,Forest,Herbivore,PL,No,Frugivore,True,True
AVIBASE-AA60C64C,30.61429,31.38,28.7,19.475,19.7,19.25,12.22857,12.68,11.1,12.12857,12.14,12.1,26.9,26.86,27.0,158.35714,160.1,154.0,51.08571,51.5,50.05,107.27143,108.6,103.95,32.27143,32.18,32.5,132.14286,132.9,130.25,7.0,2.0,5.0,94.5,Inferred,YES,Forest,1.0,1.0,Carnivore,Omnivore,Insessorial,-2.49,-1.16,-1.71,124.44,7293.2,,0.0,,,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AA669EFC,12.95556,13.06,12.825,9.7,9.9,9.5,5.48889,5.52,5.45,5.58889,5.7,5.45,13.98333,13.56667,14.4,56.61111,57.0,56.125,12.8,13.15,12.45,43.075,43.85,42.3,22.95,23.05,22.85,39.44444,40.2,38.5,9.0,4.0,5.0,10.4,Dunning,NO,Desert,3.0,1.0,Herbivore,Granivore,Generalist,-29.89,-16.2,-21.97,129.43,1295960.94,10.55,0.0,1000.0,1000.0,Rock,Herbivore,SP,No,Granivore,True,True
AVIBASE-AA66FD08,17.2,17.83333,16.25,9.95,9.8,10.1,2.94,3.03333,2.8,3.78,3.9,3.6,28.8,30.3,26.55,120.6,123.66667,116.0,32.0,29.5,34.5,88.25,95.0,81.5,26.725,23.7,29.75,65.8,70.33333,59.0,5.0,2.0,3.0,60.0,Dunning,NO,Shrubland,1.0,1.0,Herbivore,Granivore,Insessorial,-9.44,-7.9,-8.14,-140.34,9.82,60.0,0.0,428.0,428.0,Forest,Herbivore,PL,No,Granivore,True,True
AVIBASE-AA694535,29.94,29.53333,30.55,17.0,15.55,18.45,8.22,7.6,9.15,12.94,12.33333,13.85,40.78,40.83333,40.7,163.0,153.0,178.0,24.5,20.5,28.5,140.75,132.0,149.5,14.75,13.45,16.05,239.8,222.0,266.5,5.0,2.0,3.0,142.0,Dunning,NO,Grassland,2.0,1.0,Carnivore,Invertivore,Terrestrial,5.56,20.49,11.87,123.11,273885.38,153.5,0.0,2000.0,2000.0,Grassland,Carnivore,SP,No,Invertivore,True,True
AVIBASE-AA735A3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500.0,870.0,1370.0,Forest,Carnivore,DM,No,Invertivore,False,True
AVIBASE-AA768553,15.02,15.36667,14.5,8.95,9.4,8.5,4.96,5.06667,4.8,6.96,7.13333,6.7,20.08,20.33333,19.7,68.2,70.0,65.5,11.35,11.35,11.35,56.4,58.65,54.15,16.775,16.2,17.35,49.0,49.66667,48.0,5.0,2.0,3.0,16.6,Dunning,NO,Forest,1.0,1.0,Herbivore,Omnivore,Generalist,13.04,13.33,13.17,-59.55,439.53,15.65,0.0,300.0,300.0,Grassland,Herbivore,DM,No,Omnivore,True,True
AVIBASE-AA779804,19.66,19.93571,18.92,12.5375,12.925,12.15,6.54,6.9,5.82,8.28824,8.69091,7.55,25.512,25.82143,24.23,109.924,115.87857,101.58,29.47,32.28,26.66,78.15,82.78,73.52,27.32,28.08,26.56,82.72,89.32857,74.94,25.0,10.0,14.0,41.5,Dunning,NO,Woodland,2.0,1.0,Omnivore,Invertivore,Terrestrial,-44.17,28.13,-10.72,-59.54,13210499.69,43.5,0.0,2000.0,2000.0,Grassland,Carnivore,NO,No,Invertivore,True,True
AVIBASE-AA7901D8,86.325,85.98333,84.4,69.15,69.15,,9.4,9.38,,11.975,11.9,12.1,93.2875,95.75,77.6,252.75,257.16667,219.0,79.85,85.84,49.9,167.31667,166.96,169.1,31.88333,33.7,22.8,110.3125,113.63333,81.7,8.0,1.0,6.0,371.0,Dunning,NO,Wetland,3.0,2.0,Carnivore,Aquatic predator,Terrestrial,-43.4,45.35,3.56,-70.78,19270773.23,370.0,0.0,1280.0,1280.0,Wetland,Carnivore,PL,No,Aquatic predator,True,True
AVIBASE-AA79D6BA,14.67059,14.6,14.9,9.41765,9.45385,9.3,3.54118,3.56154,3.475,3.97647,3.96154,4.025,18.5,18.54615,18.35,67.27647,67.99231,64.95,11.8,11.75385,11.95,55.47647,56.23846,53.0,17.57647,17.31538,18.425,60.62353,61.24615,58.6,17.0,4.0,13.0,14.9,Dunning,NO,Forest,1.0,1.0,Carnivore,Invertivore,Insessorial,5.77,10.47,7.64,125.08,37149.26,16.2,0.0,1100.0,1100.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AA7BFE29,17.12,17.16667,17.05,11.25,11.15,11.35,5.2,5.5,4.75,7.42,7.6,7.15,22.56,22.56667,22.55,69.0,69.0,69.0,10.175,9.75,10.6,58.575,58.75,58.4,14.75,14.2,15.3,40.2,40.66667,39.5,5.0,2.0,3.0,23.1,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,-1.05,0.17,-0.57,-90.88,6852.84,25.5,0.0,1700.0,1700.0,Forest,Carnivore,SP,No,Invertivore,True,True
AVIBASE-AA897420,10.9,10.6,10.65,5.85,6.0,5.7,2.6,2.65,2.6,2.6,2.75,2.5,17.4,17.85,17.8,52.9,56.25,50.0,8.55,9.55,7.55,44.575,46.7,42.45,16.05,17.0,15.1,43.4,45.0,40.0,5.0,2.0,2.0,6.9,Dunning,NO,Forest,1.0,2.0,Carnivore,Invertivore,Insessorial,22.59,34.85,28.64,86.81,269573.71,7.18333,900.0,1850.0,2750.0,Forest,Carnivore,SP,No,Invertivore,True,True
AVIBASE-AA902955,21.6,21.63333,21.55,13.7,13.85,13.55,7.38,7.46667,7.25,5.78,5.8,5.75,22.32,22.33333,22.3,87.4,88.66667,85.5,7.325,7.4,7.25,79.425,80.6,78.25,8.45,8.4,8.5,88.8,90.0,87.0,5.0,2.0,3.0,29.2,Dunning,NO,Shrubland,2.0,1.0,Omnivore,Invertivore,Insessorial,1.18,6.52,4.1,-75.08,41557.9,29.6,400.0,1300.0,1700.0,Shrubland,Carnivore,CV,No,Invertivore,True,True
AVIBASE-AAA4D21C,16.1,16.66667,14.4,9.75,9.93333,9.2,3.25,3.3,3.1,3.525,3.5,3.6,23.65,23.46667,24.2,81.75,81.66667,82.0,17.075,16.4,19.1,64.675,65.26667,62.9,20.875,20.06667,23.3,63.5,63.0,65.0,4.0,1.0,3.0,36.1,Dunning,NO,Grassland,3.0,1.0,Carnivore,Invertivore,Terrestrial,-54.89,-53.98,-54.37,-37.0,608.33,37.4,0.0,200.0,200.0,Grassland,Carnivore,"CP,DM,CR",No,Invertivore,True,True
AVIBASE-AAABFBE8,19.28333,19.1,19.65,11.88333,11.775,12.1,4.0,4.025,3.95,3.51667,3.55,3.45,26.33333,26.175,26.65,65.91667,66.125,65.5,10.56667,9.1,13.5,55.35,57.025,52.0,16.03333,13.75,20.6,61.5,63.5,57.5,6.0,2.0,4.0,16.0,Dunning,NO,Shrubland,2.0,1.0,Carnivore,Invertivore,Insessorial,14.88,16.68,15.18,-23.83,1324.46,16.0,0.0,950.0,950.0,Shrubland,Carnivore,,No,Invertivore,True,True
AVIBASE-AAADA063,43.4,44.175,42.625,28.77143,29.61667,28.21429,9.95,10.01667,9.84286,11.47143,11.83333,11.0,28.4,27.95,27.77143,137.97857,136.78333,138.42857,23.2375,22.15,24.325,114.075,114.375,113.775,16.8375,16.15,17.525,202.07143,198.83333,201.28571,14.0,7.0,6.0,115.0,Updated_literature,NO,Forest,1.0,1.0,Carnivore,Omnivore,Insessorial,7.21,22.0,16.07,-89.61,637042.27,112.5,0.0,2150.0,2150.0,Forest,Carnivore,BU,No,Invertivore,True,True
AVIBASE-AAB44A3F,30.73636,31.5,27.3,17.9,17.1,18.7,8.20909,8.36667,7.5,9.03636,9.14444,8.55,33.76364,34.05556,32.45,113.90909,115.77778,105.5,12.6,13.5,9.0,101.2,102.375,96.5,10.96,11.575,8.5,100.0,100.44444,98.0,11.0,2.0,9.0,72.0,Dunning,NO,Forest,2.0,1.0,Omnivore,Invertivore,Insessorial,-6.19,-0.38,-3.46,139.51,243662.14,83.75,0.0,1100.0,1100.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AABD6DAF,10.4,,,7.4,,,4.1,,,3.6,,,17.4,,,59.0,,,15.7,,,43.3,,,26.6,,,37.5,,,1.0,0.0,0.0,15.0,Updated_literature,NO,Forest,1.0,1.0,Omnivore,Invertivore,Insessorial,-1.2,-0.63,-0.92,135.87,2311.92,15.0,0.0,675.0,675.0,Forest,Carnivore,,No,Invertivore,True,True
AVIBASE-AABF0A3A,12.24,12.33333,12.1,9.5,9.75,9.25,6.02,6.23333,5.7,7.02,7.1,6.9,17.26,17.73333,16.55,69.8,73.66667,64.0,17.325,19.85,14.8,51.425,53.65,49.2,25.075,27.05,23.1,53.6,56.66667,49.0,5.0,2.0,3.0,19.4,Dunning,NO,Forest,2.0,1.0,Herbivore,Granivore,Terrestrial,2.74,23.54,15.49,101.59,1319875.05,19.0,0.0,1500.0,1500.0,Woodland,Herbivore,"DM,CV",No,Granivore,True,True
AVIBASE-AAC23740,28.7,28.0,29.4,17.375,16.75,18.0,7.825,7.75,7.9,7.3,7.45,7.15,31.05,30.45,31.65,213.425,212.45,214.4,64.7,63.8,65.6,148.7,148.6,148.8,30.3,30.0,30.6,130.65,130.7,130.6,4.0,2.0,2.0,507.2,EltonTraits_GenAvg,NO,Forest,2.0,1.0,Herbivore,Frugivore,Insessorial,-1.74,-1.33,-1.57,127.73,2546.22,,150.0,1060.0,1210.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-AAC25028,38.18182,38.3875,37.63333,24.175,23.5,24.85,7.38182,7.725,6.46667,8.17273,8.2125,8.06667,37.59091,37.9375,36.66667,131.27273,131.625,130.33333,14.23333,14.42857,13.55,118.32222,118.14286,118.95,10.74444,10.88571,10.25,171.38889,163.78571,198.0,11.0,3.0,8.0,131.3,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-5.34,-3.38,-4.16,138.47,42648.98,132.5,2100.0,600.0,2700.0,Forest,Herbivore,,No,Frugivore,True,True
AVIBASE-AAC2D613,36.6,32.96667,37.5,21.65,21.35,21.95,10.75,10.96667,10.7,9.26667,9.0,9.55,42.61667,42.83333,42.75,249.83333,251.66667,239.5,145.5,147.5,143.5,99.75,103.5,96.0,59.35,58.8,59.9,94.0,95.66667,83.0,6.0,2.0,3.0,429.6,Dunning,NO,Marine,3.0,2.0,Carnivore,Aquatic predator,Generalist,-85.58,-8.36,-48.84,-12.47,136304432.2,444.66667,0.0,300.0,300.0,Marine,Carnivore,CR,No,Invertivore,True,True
AVIBASE-AACC949D,16.25,16.06667,16.43333,7.55,8.0,7.1,5.05,5.2,4.9,4.875,5.0,4.75,19.36364,19.41667,19.3,87.90909,88.75,86.9,17.01818,16.6,17.52,70.89091,72.15,69.38,19.36364,18.68333,20.18,69.77273,71.0,68.3,11.0,5.0,6.0,42.4,Dunning,NO,Forest,1.0,1.0,Herbivore,Frugivore,Insessorial,-17.7,-7.31,-13.17,-71.5,113721.28,41.92,900.0,675.0,1575.0,Forest,Herbivore,CP,No,Frugivore,True,True
