avibase_id,species_birdlife,species_ebird,species_birdtree,family_birdlife,order_birdlife,family_ebird,order_ebird,family_birdtree,order_birdtree
AVIBASE-02CF8BF8,Sylviparus modestus,Sylviparus modestus,Sylviparus modestus,Paridae,Passeriformes,Paridae,Passeriformes,Paridae,Passeriformes
AVIBASE-02D73B4A,Pternistis harwoodi,Pternistis harwoodi,Francolinus harwoodi,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-02E004AD,Dendropicos griseocephalus,Chloropicus griseocephalus,Mesopicos griseocephalus,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-02E3ACBD,Ammodramus aurifrons,Ammodramus aurifrons,Ammodramus aurifrons,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-02E56D98,Campethera nivosa,Campethera nivosa,Campethera nivosa,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-02EC838A,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Xiphocolaptes falcirostris,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Dendrocolaptidae,Passeriformes
AVIBASE-0307D245,Accipiter francesiae,Accipiter francesiae,Accipiter francesiae,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-031409C7,Egretta tricolor,Egretta tricolor,Egretta tricolor,Ardeidae,Pelecaniformes,Ardeidae,Pelecaniformes,Ardeidae,Pelecaniformes
AVIBASE-031AC7C9,Stizorhina fraseri,Neocossyphus fraseri,Stizorhina fraseri,Turdidae,Passeriformes,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-031D861E,Cochoa azurea,Cochoa azurea,Cochoa azurea,Turdidae,Passeriformes,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-032F4AC2,Alipiopsitta xanthops,Alipiopsitta xanthops,Alipiopsitta xanthops,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-0337440E,Larus philadelphia,Chroicocephalus philadelphia,Larus philadelphia,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-033B53E6,Toxostoma curvirostre,Toxostoma curvirostre,Toxostoma curvirostre,Mimidae,Passeriformes,Mimidae,Passeriformes,Mimidae,Passeriformes
AVIBASE-034B2A6A,Scotopelia peli,Scotopelia peli,Scotopelia peli,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-034D904B,Megapodius bernsteinii,Megapodius bernsteinii,Megapodius bernsteinii,Megapodiidae,Galliformes,Megapodiidae,Galliformes,Megapodiidae,Galliformes
AVIBASE-03502D31,Otus thilohoffmanni,Otus thilohoffmanni,Otus thilohoffmanni,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-0351F4F2,Gymnopithys bicolor,Gymnopithys bicolor,Gymnopithys leucaspis,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-03561EAE,Oreothlypis gutturalis,Oreothlypis gutturalis,Parula gutturalis,Parulidae,Passeriformes,Parulidae,Passeriformes,Parulidae,Passeriformes
AVIBASE-035EB456,Cercomacra brasiliana,Cercomacra brasiliana,Cercomacra brasiliana,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-03680018,Anthracothorax viridis,Anthracothorax viridis,Anthracothorax viridis,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-036BA013,Pseudasthenes humicola,Pseudasthenes humicola,Asthenes humicola,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-036D7192,Dendrocopos analis,Dendrocopos analis,Dendrocopos macei,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-036DC7FC,Columba argentina,Columba argentina,Columba argentina,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-03719E48,Myzomela tristrami,Myzomela tristrami,Myzomela tristrami,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-0386C00C,Aglaeactis castelnaudii,Aglaeactis castelnaudii,Aglaeactis castelnaudii,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-03880005,Lichmera argentauris,Lichmera argentauris,Lichmera argentauris,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-039291B6,Herpsilochmus roraimae,Herpsilochmus roraimae,Herpsilochmus roraimae,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-0394BA0B,Eremomela scotops,Eremomela scotops,Eremomela scotops,Cisticolidae,Passeriformes,Cisticolidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-039BF484,Tetraogallus caspius,Tetraogallus caspius,Tetraogallus caspius,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-039C6E39,Premnornis guttuliger,Premnornis guttuliger,Premnornis guttuligera,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-039E0011,Carduelis citrinella,Carduelis citrinella,Carduelis citrinella,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Fringillidae,Passeriformes
AVIBASE-03A3B616,Netta peposaca,Netta peposaca,Netta peposaca,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-03AC32BA,Larus glaucescens,Larus glaucescens,Larus glaucescens,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-03B93C7F,Asthenes heterura,Asthenes heterura,Asthenes heterura,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-03BCD297,Ducula mullerii,Ducula mullerii,Ducula mullerii,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-03C0F97C,Leptoptilos crumenifer,Leptoptilos crumenifer,Leptoptilos crumeniferus,Ciconiidae,Ciconiiformes,Ciconiidae,Ciconiiformes,Ciconiidae,Ciconiiformes
AVIBASE-03C1B264,Tarphonomus certhioides,Tarphonomus certhioides,Tarphonomus certhioides,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-03C3DDFB,Nothura maculosa,Nothura maculosa,Nothura maculosa,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-03C4A0C9,Merops albicollis,Merops albicollis,Merops albicollis,Meropidae,Coraciiformes,Meropidae,Coraciiformes,Meropidae,Coraciiformes
AVIBASE-03CE3B88,Paroaria coronata,Paroaria coronata,Paroaria coronata,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-03CF8CB5,Pterocles indicus,Pterocles indicus,Pterocles indicus,Pteroclidae,Pterocliformes,Pteroclidae,Pterocliformes,Pteroclididae,Pteroclidiformes
AVIBASE-03D0649C,Charadrius collaris,Charadrius collaris,Charadrius collaris,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes,Charadriidae,Charadriiformes
AVIBASE-03DE2091,Ploceus philippinus,Ploceus philippinus,Ploceus philippinus,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-03E291EF,Scytalopus fuscus,Scytalopus fuscus,Scytalopus fuscus,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-03E448A1,Phoenicurus erythronotus,Phoenicurus erythronotus,Phoenicurus erythronotus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-03E6F144,Zosterops erythropleurus,Zosterops erythropleurus,Zosterops erythropleurus,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes,Zosteropidae,Passeriformes
AVIBASE-03E74ADD,Pogonornis minor,Lybius minor,Lybius minor,Lybiidae,Piciformes,MISSING,MISSING,Ramphastidae,Piciformes
AVIBASE-03E8C346,Anthipes monileger,Anthipes monileger,Ficedula monileger,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-03EB8886,Cecropis daurica,Cecropis striolata,Hirundo striolata,MISSING,MISSING,Hirundinidae,Passeriformes,Hirundinidae,Passeriformes
AVIBASE-03EC041F,Amazona collaria,Amazona collaria,Amazona collaria,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-03ED8C2C,Formicivora rufa,Formicivora rufa,Formicivora rufa,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-03F9EB15,Anous tenuirostris,Anous tenuirostris,Anous tenuirostris,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-0402B179,Myiophobus fasciatus,Myiophobus fasciatus,Myiophobus fasciatus,Tyrannidae,Passeriformes,MISSING,MISSING,Tyrannidae,Passeriformes
AVIBASE-0405CA69,Ploceus superciliosus,Pachyphantes superciliosus,Ploceus superciliosus,Ploceidae,Passeriformes,Ploceidae,Passeriformes,Ploceidae,Passeriformes
AVIBASE-04128FC4,Scytalopus latebricola,Scytalopus latebricola,Scytalopus latebricola,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-04138BA8,Pyrrhura peruviana,Pyrrhura roseifrons,Pyrrhura picta,Psittacidae,Psittaciformes,MISSING,MISSING,Psittacidae,Psittaciformes
AVIBASE-0413ED30,Arenaria melanocephala,Arenaria melanocephala,Arenaria melanocephala,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes,Scolopacidae,Charadriiformes
AVIBASE-0416064D,Grallaria alticola,Grallaria quitensis,Grallaria quitensis,Grallariidae,Passeriformes,MISSING,MISSING,Formicariidae,Passeriformes
AVIBASE-0419DDC2,Gyps africanus,Gyps africanus,Gyps africanus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-041CC925,Diglossa duidae,Diglossa duidae,Diglossa duidae,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-041F72CD,Aplonis zelandica,Aplonis zelandica,Aplonis zelandica,Sturnidae,Passeriformes,Sturnidae,Passeriformes,Sturnidae,Passeriformes
AVIBASE-042AEBF1,Rhipidura drownei,Rhipidura drownei,Rhipidura drownei,Rhipiduridae,Passeriformes,MISSING,MISSING,Rhipiduridae,Passeriformes
AVIBASE-042FBC63,Zosterops fuscicapilla,Zosterops fuscicapilla,Zosterops fuscicapilla,Zosteropidae,Passeriformes,MISSING,MISSING,Zosteropidae,Passeriformes
AVIBASE-0431F843,Calliphlox amethystina,Calliphlox amethystina,Calliphlox amethystina,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-043F337A,Passerina cyanea,Passerina cyanea,Passerina cyanea,Cardinalidae,Passeriformes,Cardinalidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-043F6C71,Lophornis delattrei,Lophornis delattrei,Lophornis delattrei,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-0440B291,Pipile cumanensis,Pipile cumanensis,Pipile cumanensis,Cracidae,Galliformes,MISSING,MISSING,Cracidae,Galliformes
AVIBASE-044509DA,Aethia pusilla,Aethia pusilla,Aethia pusilla,Alcidae,Charadriiformes,Alcidae,Charadriiformes,Alcidae,Charadriiformes
AVIBASE-04480AF2,Geokichla leucolaema,Geokichla leucolaema,Zoothera leucolaema,Turdidae,Passeriformes,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-0457ECD3,Ixos malaccensis,Ixos malaccensis,Ixos malaccensis,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-04689F34,Pauxi pauxi,Pauxi pauxi,Pauxi pauxi,Cracidae,Galliformes,Cracidae,Galliformes,Cracidae,Galliformes
AVIBASE-0475179F,Scytalopus bolivianus,Scytalopus bolivianus,Scytalopus bolivianus,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-0475490E,Anopetia gounellei,Anopetia gounellei,Anopetia gounellei,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-04790B6B,Automolus lammi,Automolus lammi,Automolus leucophthalmus,Furnariidae,Passeriformes,Furnariidae,Passeriformes,Furnariidae,Passeriformes
AVIBASE-047A7C80,Mentocrex kioloides,Mentocrex kioloides,Canirallus kioloides,Rallidae,Gruiformes,Rallidae,Gruiformes,Rallidae,Gruiformes
AVIBASE-0480ACAC,Phylloscopus amoenus,Phylloscopus amoenus,Phylloscopus amoenus,Phylloscopidae,Passeriformes,Phylloscopidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-0480B7C9,Tinamus guttatus,Tinamus guttatus,Tinamus guttatus,Tinamidae,Struthioniformes,Tinamidae,Tinamiformes,Tinamidae,Tinamiformes
AVIBASE-0482FA7E,Chrysococcyx caprius,Chrysococcyx caprius,Chrysococcyx caprius,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes
AVIBASE-048545EA,Buteogallus gundlachii,Buteogallus gundlachii,Buteogallus gundlachii,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-049A1D8F,Myiodynastes hemichrysus,Myiodynastes hemichrysus,Myiodynastes hemichrysus,MISSING,MISSING,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-049D9AEA,Fulmarus glacialis,Fulmarus glacialis,Fulmarus glacialis,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes
AVIBASE-04A5B0F9,Phyllastrephus poliocephalus,Phyllastrephus poliocephalus,Phyllastrephus poliocephalus,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-04A7ABB7,Anthochaera chrysoptera,Anthochaera chrysoptera,Anthochaera chrysoptera,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-04A9DF5B,Chloropsis kinabaluensis,Chloropsis kinabaluensis,Chloropsis kinabaluensis,Chloropseidae,Passeriformes,Chloropseidae,Passeriformes,Chloropseidae,Passeriformes
AVIBASE-04AEB6A1,Myzomela albigula,Myzomela albigula,Myzomela albigula,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-04B43245,Hydrobates homochroa,Hydrobates homochroa,Oceanodroma homochroa,Hydrobatidae,Procellariiformes,Hydrobatidae,Procellariiformes,Hydrobatidae,Procellariiformes
AVIBASE-04CCE338,Hemitriccus zosterops,Hemitriccus zosterops,Hemitriccus zosterops,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-04CD9946,Myrmoborus melanurus,Myrmoborus melanurus,Myrmoborus melanurus,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes,Thamnophilidae,Passeriformes
AVIBASE-04D7BC6C,Vidua larvaticola,Vidua larvaticola,Vidua larvaticola,Viduidae,Passeriformes,Viduidae,Passeriformes,Viduidae,Passeriformes
AVIBASE-04DDADF0,Caprimulgus macrurus,Caprimulgus macrurus,Caprimulgus macrurus,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-04FCFB94,Hylophilus brunneiceps,Hylophilus brunneiceps,Hylophilus brunneiceps,Vireonidae,Passeriformes,Vireonidae,Passeriformes,Vireonidae,Passeriformes
AVIBASE-0513AFBF,Polyboroides radiatus,Polyboroides radiatus,Polyboroides radiatus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-0518820F,Brachyramphus perdix,Brachyramphus perdix,Brachyramphus perdix,Alcidae,Charadriiformes,Alcidae,Charadriiformes,Alcidae,Charadriiformes
AVIBASE-051C102A,Colaptes rivolii,Colaptes rivolii,Colaptes rivolii,Picidae,Piciformes,MISSING,MISSING,Picidae,Piciformes
AVIBASE-051DF113,Grallaricula flavirostris,Grallaricula flavirostris,Grallaricula flavirostris,Grallariidae,Passeriformes,Grallariidae,Passeriformes,Formicariidae,Passeriformes
AVIBASE-0525E604,Nesillas mariae,Nesillas mariae,Nesillas mariae,Acrocephalidae,Passeriformes,Acrocephalidae,Passeriformes,Sylviidae,Passeriformes
AVIBASE-05284D57,Icterus portoricensis,Icterus portoricensis,Icterus dominicensis,Icteridae,Passeriformes,Icteridae,Passeriformes,Icteridae,Passeriformes
AVIBASE-05296BB4,Eucometis penicillata,Eucometis penicillata,Eucometis penicillata,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-052A0710,Melithreptus laetior,Melithreptus gularis,Melithreptus gularis,Meliphagidae,Passeriformes,MISSING,MISSING,Meliphagidae,Passeriformes
AVIBASE-052BB649,Irena tweeddalii,Irena puella,Irena puella,Irenidae,Passeriformes,MISSING,MISSING,Irenidae,Passeriformes
AVIBASE-052BEA40,Cynanthus doubledayi,Cynanthus doubledayi,Cynanthus latirostris,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-052BFA8A,Larus melanocephalus,Ichthyaetus melanocephalus,Larus melanocephalus,Laridae,Charadriiformes,Laridae,Charadriiformes,Laridae,Charadriiformes
AVIBASE-052CD650,Myiagra galeata,Myiagra galeata,Myiagra galeata,Monarchidae,Passeriformes,Monarchidae,Passeriformes,Monarchidae,Passeriformes
AVIBASE-05336066,Pachysylvia aurantiifrons,Pachysylvia aurantiifrons,Hylophilus aurantiifrons,Vireonidae,Passeriformes,Vireonidae,Passeriformes,Vireonidae,Passeriformes
AVIBASE-0539220A,Sphenopsis frontalis,Sphenopsis frontalis,Hemispingus frontalis,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-053F6E2A,Haplophaedia assimilis,Haplophaedia assimilis,Haplophaedia assimilis,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-054753E8,Atlapetes albofrenatus,Atlapetes albofrenatus,Atlapetes albofrenatus,Passerellidae,Passeriformes,MISSING,MISSING,Emberizidae,Passeriformes
AVIBASE-05554FAE,Menura alberti,Menura alberti,Menura alberti,Menuridae,Passeriformes,Menuridae,Passeriformes,Menuridae,Passeriformes
AVIBASE-0557B8E5,Ficedula mugimaki,Ficedula mugimaki,Ficedula mugimaki,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes
AVIBASE-05596C5C,Chloropipo flavicapilla,Chloropipo flavicapilla,Xenopipo flavicapilla,Pipridae,Passeriformes,Pipridae,Passeriformes,Pipridae,Passeriformes
AVIBASE-055C562F,Nesospingus speculiferus,Nesospingus speculiferus,Nesospingus speculiferus,Nesospingidae,Passeriformes,Nesospingidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-055E5B40,Poecilodryas cerviniventris,Poecilodryas cerviniventris,Poecilodryas cerviniventris,Petroicidae,Passeriformes,Petroicidae,Passeriformes,Petroicidae,Passeriformes
AVIBASE-0562A30F,MISSING,Merops orientalis,Merops orientalis,MISSING,MISSING,Meropidae,Coraciiformes,Meropidae,Coraciiformes
AVIBASE-05676767,Myzomela dammermani,Myzomela dammermani,Myzomela dammermani,MISSING,MISSING,Meliphagidae,Passeriformes,Meliphagidae,Passeriformes
AVIBASE-056B71D3,Setopagis heterura,Setopagis heterura,Caprimulgus heterurus,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-05701150,Accipiter henstii,Accipiter henstii,Accipiter henstii,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-05714481,Chrysocolaptes validus,Reinwardtipicus validus,Reinwardtipicus validus,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-05793C3E,Artamus leucoryn,Artamus leucorynchus,Artamus leucorynchus,Artamidae,Passeriformes,Artamidae,Passeriformes,Artamidae,Passeriformes
AVIBASE-057C6607,Poecile davidi,Poecile davidi,Parus davidi,Paridae,Passeriformes,Paridae,Passeriformes,Paridae,Passeriformes
AVIBASE-05824D50,Cacomantis variolosus,Cacomantis variolosus,Cacomantis sepulcralis,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes,Cuculidae,Cuculiformes
AVIBASE-058773E4,Bulweria bulwerii,Bulweria bulwerii,Bulweria bulwerii,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes,Procellariidae,Procellariiformes
AVIBASE-058A126E,Campylopterus cuvierii,Phaeochroa cuvierii,Phaeochroa cuvierii,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-058B4E9A,Symposiachrus leucurus,Symposiachrus leucurus,Monarcha leucurus,Monarchidae,Passeriformes,Monarchidae,Passeriformes,Monarchidae,Passeriformes
AVIBASE-058E0536,Scytalopus latrans,Scytalopus latrans,Scytalopus latrans,MISSING,MISSING,Rhinocryptidae,Passeriformes,Rhinocryptidae,Passeriformes
AVIBASE-0595E528,Amazilia saucerottei,Saucerottia hoffmanni,Amazilia saucerrottei,MISSING,MISSING,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-05A3EE36,Pternistis castaneicollis,Pternistis castaneicollis,Francolinus castaneicollis,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-05AE5DFF,Macronyx flavicollis,Macronyx flavicollis,Macronyx flavicollis,Motacillidae,Passeriformes,Motacillidae,Passeriformes,Motacillidae,Passeriformes
AVIBASE-05B5B7D0,Pyrilia barrabandi,Pyrilia barrabandi,Pyrilia barrabandi,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes,Psittacidae,Psittaciformes
AVIBASE-05B8A4F1,Picoides tridactylus,Picoides tridactylus,Picoides tridactylus,MISSING,MISSING,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-05BBFC8E,Columba pollenii,Columba pollenii,Columba pollenii,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-05BC1F90,Geokichla oberlaenderi,Geokichla oberlaenderi,Zoothera oberlaenderi,Turdidae,Passeriformes,Turdidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-05BEE346,Bonasa sewerzowi,Tetrastes sewerzowi,Bonasa sewerzowi,Phasianidae,Galliformes,Phasianidae,Galliformes,Phasianidae,Galliformes
AVIBASE-05C96F92,Chlorostilbon auriceps,Cynanthus auriceps,Chlorostilbon auriceps,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-05CFB3D1,Chrysophlegma miniaceum,Chrysophlegma miniaceum,Picus mineaceus,Picidae,Piciformes,Picidae,Piciformes,Picidae,Piciformes
AVIBASE-05DDE8C1,Urile urile,Urile urile,Phalacrocorax urile,Phalacrocoracidae,Suliformes,Phalacrocoracidae,Suliformes,Phalacrocoracidae,Suliformes
AVIBASE-05E1D079,Gerygone magnirostris,Gerygone magnirostris,Gerygone magnirostris,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes,Acanthizidae,Passeriformes
AVIBASE-05E2FB2A,Caprimulgus rufigena,Caprimulgus rufigena,Caprimulgus rufigena,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes,Caprimulgidae,Caprimulgiformes
AVIBASE-05E3F3DF,Patagioenas caribaea,Patagioenas caribaea,Patagioenas caribaea,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-05E5E8F6,Chalcophaps indica,Chalcophaps indica,Chalcophaps indica,Columbidae,Columbiformes,Columbidae,Columbiformes,Columbidae,Columbiformes
AVIBASE-05F11441,Aquila fasciata,Aquila fasciata,Aquila fasciatus,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes,Accipitridae,Accipitriformes
AVIBASE-05F6BA7F,Sibia nipalensis,Actinodura nipalensis,Actinodura nipalensis,Leiotrichidae,Passeriformes,Leiothrichidae,Passeriformes,Timaliidae,Passeriformes
AVIBASE-05FF3C9B,Junco hyemalis,Junco hyemalis,Junco hyemalis,Passerellidae,Passeriformes,Passerellidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-0604A8C5,Pycnonotus xanthorrhous,Pycnonotus xanthorrhous,Pycnonotus xanthorrhous,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes,Pycnonotidae,Passeriformes
AVIBASE-0608D05C,Drymodes brunneopygia,Drymodes brunneopygia,Drymodes brunneopygia,Petroicidae,Passeriformes,Petroicidae,Passeriformes,Petroicidae,Passeriformes
AVIBASE-060A7FB7,Pogonotriccus ophthalmicus,Phylloscartes ophthalmicus,Phylloscartes ophthalmicus,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes,Tyrannidae,Passeriformes
AVIBASE-06132304,Agelaius assimilis,Agelaius assimilis,Agelaius assimilis,Icteridae,Passeriformes,Icteridae,Passeriformes,Icteridae,Passeriformes
AVIBASE-062EC06C,Odontophorus columbianus,Odontophorus columbianus,Odontophorus columbianus,Odontophoridae,Galliformes,Odontophoridae,Galliformes,Odontophoridae,Galliformes
AVIBASE-0636BA02,Phaethornis anthophilus,Phaethornis anthophilus,Phaethornis anthophilus,Trochilidae,Caprimulgiformes,Trochilidae,Caprimulgiformes,Trochilidae,Apodiformes
AVIBASE-06406B92,Strix hylophila,Strix hylophila,Strix hylophila,Strigidae,Strigiformes,Strigidae,Strigiformes,Strigidae,Strigiformes
AVIBASE-0642F0F9,Anas andium,Anas andium,Anas andium,Anatidae,Anseriformes,Anatidae,Anseriformes,Anatidae,Anseriformes
AVIBASE-0652AFB0,Myophonus castaneus,Myophonus castaneus,Myophonus castaneus,Muscicapidae,Passeriformes,Muscicapidae,Passeriformes,Turdidae,Passeriformes
AVIBASE-065F5150,Lophospingus griseocristatus,Lophospingus griseocristatus,Lophospingus griseocristatus,Thraupidae,Passeriformes,Thraupidae,Passeriformes,Emberizidae,Passeriformes
AVIBASE-06637487,Aepypodius arfakianus,Aepypodius arfakianus,Aepypodius arfakianus,Megapodiidae,Galliformes,Megapodiidae,Galliformes,Megapodiidae,Galliformes
AVIBASE-0664F1F4,Cyphorhinus thoracicus,Cyphorhinus thoracicus,Cyphorhinus thoracicus,Troglodytidae,Passeriformes,MISSING,MISSING,Troglodytidae,Passeriformes
AVIBASE-0676F27A,Euphonia fulvicrissa,Euphonia fulvicrissa,Euphonia fulvicrissa,Fringillidae,Passeriformes,Fringillidae,Passeriformes,Thraupidae,Passeriformes
AVIBASE-068516BB,Oriolus sagittatus,Oriolus sagittatus,Oriolus sagittatus,Oriolidae,Passeriformes,Oriolidae,Passeriformes,Oriolidae,Passeriformes
AVIBASE-0685479A,Hirundapus celebensis,Hirundapus celebensis,Hirundapus celebensis,Apodidae,Caprimulgiformes,Apodidae,Caprimulgiformes,Apodidae,Apodiformes
