eBird species code 2019,Com_name,Sci_name,Subspecies,Illustration_id,Credit,Sex,Age,Morph,Order,Family,Group,color1,color2,color3,color4,color5,color6,color7,color8,color9,color10,color11,color12,color13,color14,color15,color16,color17,color18,color19,color20,color21,color22,color23,color24
minlor1,Mindanao Lorikeet,Trichoglossus johnstoniae,nominate,151433971,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.202,0.005,0.023,0.002,0,0.001,0.012,0.011,0.029,0.008,0.002,0.016,0.007,0.178,0,0.052,0.012,0.007,0.049,0,0.057,0.273,0.006,0.048
railor5,Rainbow Lorikeet,Trichoglossus moluccanus,septentrionalis,151433861,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.166,0.01,0.011,0.003,0.032,0.001,0.013,0.005,0.049,0.053,0.001,0.067,0.012,0.182,0.004,0.041,0,0.009,0.042,0.079,0.03,0.141,0.007,0.042
railor5,Rainbow Lorikeet,Trichoglossus moluccanus,nominate,151433881,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.149,0.009,0.021,0.009,0.018,0.002,0.01,0.005,0.057,0.059,0.005,0.047,0.012,0.194,0.005,0.046,0.001,0.008,0.057,0.059,0.034,0.134,0.008,0.051
ornlor1,Ornate Lorikeet,Trichoglossus ornatus,nominate,151433571,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.142,0.014,0.013,0.009,0.002,0.002,0.01,0.008,0.019,0.002,0.004,0.016,0.011,0.18,0.004,0.08,0.002,0.01,0.078,0.014,0.058,0.261,0.012,0.049
pohlor1,Pohnpei Lorikeet,Trichoglossus rubiginosus,nominate,151434011,Norman Arlott,Male,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.012,0.003,0.006,0.006,0,0.001,0.009,0.01,0,0.008,0,0,0,0.132,0.001,0.418,0.003,0.002,0.088,0,0.223,0,0.009,0.069
railor7,Red-collared Lorikeet,Trichoglossus rubritorquis,nominate,151433891,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.191,0.003,0.009,0.011,0.025,0.001,0.017,0.008,0.033,0.058,0.002,0.023,0.007,0.192,0.003,0.074,0,0.006,0.074,0.045,0.04,0.126,0.01,0.042
railor8,Leaf Lorikeet,Trichoglossus weberi,nominate,151433641,Norman Arlott,Monomorphic,Not specified,None,Psittaciformes,Psittaculidae ,Old World Parrots,0.099,0.01,0.007,0.002,0,0.005,0.017,0.008,0.115,0.001,0.004,0.094,0.009,0.176,0.005,0.04,0,0.006,0.013,0,0.012,0.348,0.004,0.025
refbar2,Red-fronted Barbet,Tricholaema diademata,nominate,151461641,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.014,0.04,0.144,0.017,0,0.074,0.081,0.052,0.005,0.001,0.029,0.005,0.023,0.162,0.011,0.003,0.005,0.047,0.007,0,0.079,0.002,0.029,0.17
refbar2,Red-fronted Barbet,Tricholaema diademata,massaica,151461651,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.006,0.027,0.083,0.009,0,0.087,0.137,0.065,0.004,0.005,0.017,0.007,0.026,0.198,0.02,0.004,0.005,0.077,0.001,0,0.081,0.002,0.077,0.062
miobar1,Miombo Barbet,Tricholaema frontata,nominate,151461661,Ian Lewington,Monomorphic,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.016,0.046,0.104,0.018,0,0.107,0.077,0.073,0.003,0.002,0.036,0.026,0.038,0.157,0.031,0.002,0.002,0.064,0.003,0,0.038,0.003,0.078,0.076
habbar1,Hairy-breasted Barbet,Tricholaema hirsuta,angolensis,151461561,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.056,0.028,0.128,0.093,0,0.035,0.03,0.043,0,0,0.078,0,0.012,0.107,0.141,0.003,0,0.133,0,0,0.019,0,0.022,0.072
habbar1,Hairy-breasted Barbet,Tricholaema hirsuta,ansorgii,151461571,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.048,0.013,0.199,0.047,0,0.012,0.036,0.047,0.001,0,0.034,0.001,0.028,0.117,0.055,0.006,0.007,0.11,0,0,0.068,0.01,0.027,0.134
habbar1,Hairy-breasted Barbet,Tricholaema hirsuta,flavipunctata,151461581,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.045,0.018,0.148,0.055,0,0.05,0.034,0.056,0.007,0,0.064,0.004,0.018,0.099,0.092,0.007,0.002,0.119,0.001,0,0.049,0.003,0.028,0.101
habbar1,Hairy-breasted Barbet,Tricholaema hirsuta,nominate,151461601,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.017,0.029,0.165,0.014,0,0.102,0.023,0.055,0,0,0.034,0.003,0.028,0.11,0.017,0.001,0.008,0.115,0.004,0.004,0.087,0.004,0.043,0.137
habbar1,Hairy-breasted Barbet,Tricholaema hirsuta,nominate,151461621,Ian Lewington,Female,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.033,0.022,0.178,0.026,0,0.091,0.033,0.057,0.006,0,0.047,0.01,0.018,0.119,0.035,0.005,0.003,0.087,0.003,0,0.063,0.012,0.045,0.107
spfbar1,Spot-flanked Barbet,Tricholaema lacrymosa,nominate,151461701,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.009,0.03,0.266,0.011,0,0.035,0.041,0.039,0,0,0.009,0.002,0.023,0.175,0.015,0,0.002,0.074,0.001,0,0.065,0,0.033,0.17
spfbar1,Spot-flanked Barbet,Tricholaema lacrymosa,nominate,151461711,Ian Lewington,Male,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.003,0.027,0.119,0.007,0,0.037,0.073,0.052,0.001,0,0.025,0.003,0.039,0.218,0.014,0.008,0.003,0.107,0,0,0.115,0,0.047,0.102
piebar1,Pied Barbet,Tricholaema leucomelas,nominate,151461681,Ian Lewington,Monomorphic,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.018,0.039,0.158,0.014,0,0.057,0.068,0.043,0.001,0.008,0.015,0.046,0.026,0.18,0.014,0.007,0.002,0.033,0.003,0,0.094,0.002,0.032,0.14
bltbar1,Black-throated Barbet,Tricholaema melanocephala,blandi,151461721,Ian Lewington,Monomorphic,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.036,0.022,0.155,0.028,0,0.036,0.075,0.038,0.003,0,0.019,0.003,0.024,0.228,0.025,0.009,0,0.053,0,0,0.044,0.003,0.039,0.16
bltbar1,Black-throated Barbet,Tricholaema melanocephala,flavibuccalis,151461731,Ian Lewington,Monomorphic,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.011,0.044,0.101,0.014,0,0.076,0.093,0.069,0.01,0,0.024,0.026,0.039,0.16,0.032,0.001,0.008,0.078,0,0.001,0.08,0.004,0.056,0.073
bltbar1,Black-throated Barbet,Tricholaema melanocephala,nominate,151461751,Ian Lewington,Monomorphic,Not specified,None,Piciformes,Lybiidae ,African Barbets,0.014,0.029,0.169,0.012,0.001,0.041,0.082,0.035,0.003,0,0.022,0.014,0.045,0.186,0.011,0.008,0.008,0.072,0,0,0.085,0.003,0.037,0.123
habbul1,Hairy-backed Bulbul,Tricholestes criniger,nominate,153498011,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Pycnonotidae ,Bulbuls,0.169,0.006,0.036,0.05,0,0.025,0.005,0.009,0.064,0.014,0.017,0.139,0.006,0.162,0.021,0.119,0.018,0.009,0.018,0.002,0.043,0.02,0.012,0.036
blgtan1,Black-goggled Tanager,Trichothraupis melanops,nominate,153251531,Hilary Burn,Female,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.087,0.027,0.078,0.098,0.001,0.051,0.011,0.043,0.021,0.004,0.094,0.007,0.02,0.104,0.047,0.04,0.023,0.071,0.001,0,0.063,0.002,0.039,0.068
blgtan1,Black-goggled Tanager,Trichothraupis melanops,nominate,153719711,Hilary Burn,Male,Not specified,None,Passeriformes,Thraupidae ,Tanagers and Allies,0.021,0.032,0.074,0.022,0,0.078,0.026,0.062,0.01,0.001,0.11,0.02,0.024,0.093,0.073,0.005,0.081,0.047,0,0,0.078,0.001,0.054,0.088
whhvul1,White-headed Vulture,Trigonoceps occipitalis,nominate,151482651,Ian Willis,Monomorphic,Not specified,None,Accipitriformes,Accipitridae ,"Hawks, Eagles, and Kites",0.02,0.024,0.107,0.014,0.001,0.015,0.029,0.079,0.001,0.004,0.022,0,0.021,0.129,0.024,0.014,0.002,0.058,0.002,0,0.076,0,0.138,0.22
gyttat1,Gray-tailed Tattler,Tringa brevipes,nominate,151499711,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.004,0.081,0.017,0.003,0,0.019,0.153,0.106,0.004,0.001,0.01,0.002,0.089,0.274,0.001,0.001,0.002,0.067,0,0,0.003,0,0.154,0.009
gyttat1,Gray-tailed Tattler,Tringa brevipes,nominate,153006781,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.001,0.148,0.008,0.001,0,0.015,0.131,0.097,0,0,0.027,0,0.104,0.245,0.004,0,0,0.056,0,0,0,0,0.161,0.002
spored,Spotted Redshank,Tringa erythropus,nominate,151499811,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.016,0.013,0.252,0.008,0,0,0.01,0.039,0,0.001,0,0,0.007,0.144,0.004,0.036,0.002,0.065,0,0,0.056,0,0.023,0.324
spored,Spotted Redshank,Tringa erythropus,nominate,153734561,Francesc Jutglar,Monomorphic,Not specified,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.005,0.135,0.023,0.005,0,0,0.092,0.1,0,0.012,0,0,0.137,0.266,0.002,0.016,0.005,0.036,0.027,0,0.007,0,0.116,0.016
lesyel,Lesser Yellowlegs,Tringa flavipes,nominate,151499791,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.037,0.035,0.034,0.026,0,0.035,0.089,0.064,0.007,0.003,0.003,0.03,0.068,0.238,0.01,0.056,0.007,0.053,0,0,0.054,0,0.034,0.117
lesyel,Lesser Yellowlegs,Tringa flavipes,nominate,153399961,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.032,0.083,0.011,0.055,0,0.041,0.104,0.113,0.001,0,0.008,0.015,0.1,0.225,0.053,0.022,0,0.046,0,0,0.004,0,0.074,0.013
woosan,Wood Sandpiper,Tringa glareola,nominate,151499871,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.029,0.041,0.038,0.018,0,0.014,0.142,0.038,0.009,0.001,0.027,0,0.079,0.279,0.006,0.018,0.035,0.041,0,0,0.091,0.001,0.039,0.054
woosan,Wood Sandpiper,Tringa glareola,nominate,153401091,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.058,0.098,0.028,0.038,0,0.042,0.074,0.018,0.014,0,0.062,0,0.067,0.183,0.043,0.055,0.014,0.033,0,0,0.059,0.014,0.029,0.071
norgre1,Nordmann's Greenshank,Tringa guttifer,nominate,151499891,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.026,0.055,0.094,0.024,0,0.007,0.189,0.051,0,0,0.012,0,0.065,0.266,0.026,0.012,0.001,0.078,0,0,0.013,0,0.045,0.036
norgre1,Nordmann's Greenshank,Tringa guttifer,nominate,153404151,Juan Varela,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.003,0.14,0.015,0.01,0,0.041,0.133,0.046,0.003,0,0.025,0,0.222,0.239,0.022,0,0,0.014,0,0,0.003,0,0.08,0.004
wantat1,Wandering Tattler,Tringa incana,nominate,151499721,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0,0.044,0.068,0,0,0.019,0.081,0.181,0.006,0.004,0.018,0,0.047,0.241,0,0,0.002,0.143,0,0,0.007,0,0.12,0.019
wantat1,Wandering Tattler,Tringa incana,nominate,153003101,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0,0.057,0.034,0,0,0.013,0.088,0.203,0.002,0.002,0.022,0,0.08,0.169,0.003,0,0,0.137,0,0,0.005,0,0.17,0.015
greyel,Greater Yellowlegs,Tringa melanoleuca,nominate,151499831,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.034,0.037,0.066,0.017,0,0.028,0.132,0.066,0.001,0.002,0.003,0.035,0.068,0.25,0.008,0.019,0.005,0.058,0,0,0.034,0,0.045,0.092
greyel,Greater Yellowlegs,Tringa melanoleuca,nominate,153399991,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.014,0.062,0.009,0.039,0,0.019,0.187,0.119,0.015,0.001,0.028,0.01,0.119,0.215,0.04,0.003,0,0.024,0,0,0.004,0,0.091,0.001
comgre,Common Greenshank,Tringa nebularia,nominate,151499821,Francesc Jutglar,Monomorphic,Not specified,None,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.006,0.067,0.051,0.003,0,0,0.182,0.075,0,0,0,0,0.095,0.256,0,0.003,0.036,0.06,0,0,0.045,0,0.073,0.048
comgre,Common Greenshank,Tringa nebularia,nominate,153401071,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.002,0.105,0.009,0.006,0,0,0.171,0.154,0,0,0,0,0.123,0.22,0.002,0,0,0.049,0,0,0.001,0,0.145,0.013
grnsan,Green Sandpiper,Tringa ochropus,nominate,151499681,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.003,0.045,0.135,0.005,0,0.002,0.086,0.036,0,0,0.009,0,0.062,0.243,0.015,0,0.005,0.068,0,0,0.034,0.007,0.032,0.213
grnsan,Green Sandpiper,Tringa ochropus,nominate,153346601,Francesc Jutglar,Monomorphic,Juvenile,None,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.013,0.037,0.152,0.013,0,0,0.092,0.051,0,0,0.006,0,0.066,0.237,0.012,0.002,0,0.079,0,0,0.026,0.002,0.053,0.159
willet1,Willet,Tringa semipalmata,nominate,151499761,Francesc Jutglar,Monomorphic,Not specified,None,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.034,0.105,0.027,0.029,0,0.002,0.136,0.062,0,0,0.026,0,0.089,0.143,0.061,0.037,0.002,0.059,0,0,0.029,0,0.123,0.036
solsan,Solitary Sandpiper,Tringa solitaria,nominate,151499691,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.096,0.04,0.011,0.122,0,0.015,0.101,0.025,0,0,0.024,0,0.069,0.279,0.04,0.077,0.002,0.02,0,0,0.014,0,0.036,0.029
solsan,Solitary Sandpiper,Tringa solitaria,nominate,153399931,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.091,0.057,0.002,0.188,0,0.002,0.129,0.023,0,0,0.028,0,0.077,0.218,0.069,0.068,0,0.01,0,0,0,0,0.037,0.001
marsan,Marsh Sandpiper,Tringa stagnatilis,nominate,151499881,Francesc Jutglar,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.017,0.046,0.008,0.026,0,0.025,0.179,0.017,0.003,0.002,0.036,0,0.09,0.357,0.053,0.017,0.005,0.019,0,0,0.025,0.003,0.032,0.04
marsan,Marsh Sandpiper,Tringa stagnatilis,nominate,153402171,Juan Varela,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.028,0.085,0.036,0.014,0,0.001,0.1,0.147,0.003,0,0.006,0,0.104,0.186,0.011,0.009,0.006,0.081,0,0,0.013,0.03,0.122,0.018
comred1,Common Redshank,Tringa totanus,nominate,207319661,Francesc Jutglar,Monomorphic,Adult,non-breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.024,0.08,0.001,0.033,0,0.004,0.128,0.056,0.002,0.02,0.025,0,0.211,0.122,0.123,0.009,0.003,0.01,0.009,0,0.005,0,0.13,0.005
comred1,Common Redshank,Tringa totanus,nominate,207319711,Juan Varela,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.046,0.075,0.018,0.048,0,0.008,0.1,0.044,0.002,0.03,0.041,0,0.098,0.203,0.078,0.039,0,0.031,0.019,0,0.011,0,0.084,0.025
comred1,Common Redshank,Tringa totanus,ussuriensis,207319841,Juan Varela,Monomorphic,Adult,breeding,Charadriiformes,Scolopacidae ,Sandpipers and Allies,0.046,0.024,0.017,0.072,0,0.033,0.133,0.022,0.002,0.031,0.087,0,0.09,0.208,0.095,0.027,0.001,0.017,0.011,0,0.025,0,0.032,0.027
blflau1,Black-faced Laughingthrush,Trochalopteron affine,nominate,207322611,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.054,0.032,0.023,0.109,0.001,0.007,0.009,0.06,0.101,0.048,0.035,0.02,0.018,0.156,0.07,0.039,0.046,0.028,0.003,0,0.037,0.014,0.058,0.032
brclau1,Brown-capped Laughingthrush,Trochalopteron austeni,nominate,153126531,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.053,0.023,0.011,0.063,0,0.006,0.041,0.013,0.002,0.123,0.014,0,0.031,0.18,0.034,0.109,0.031,0.011,0.165,0,0.048,0,0.017,0.025
asslau1,Assam Laughingthrush,Trochalopteron chrysopterum,nominate,153127041,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.043,0.025,0.016,0.088,0,0.018,0.016,0.021,0.155,0.101,0.039,0.026,0.019,0.17,0.039,0.057,0.025,0.015,0.044,0,0.03,0.004,0.027,0.022
elllau1,Elliot's Laughingthrush,Trochalopteron elliotii,nominate,153512201,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.066,0.033,0.014,0.178,0,0.008,0.023,0.031,0.025,0.107,0.008,0,0.017,0.147,0.124,0.044,0.032,0.011,0.044,0,0.03,0.004,0.037,0.017
chclau2,Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,nominate,153127011,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.029,0.019,0.019,0.07,0,0.047,0.015,0.049,0.079,0.071,0.087,0.035,0.022,0.183,0.085,0.017,0.034,0.034,0.026,0,0.015,0.01,0.035,0.019
chclau2,Chestnut-crowned Laughingthrush,Trochalopteron erythrocephalum,nigrimentum,153512301,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.042,0.019,0.019,0.091,0,0.001,0.005,0.024,0.135,0.162,0.018,0.01,0.006,0.138,0.029,0.059,0.045,0.027,0.047,0,0.034,0.027,0.022,0.04
rewlau1,Red-winged Laughingthrush,Trochalopteron formosum,nominate,153127001,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.048,0.017,0.021,0.061,0,0,0.009,0.027,0.003,0.109,0.004,0,0.013,0.14,0.015,0.07,0.076,0.034,0.23,0,0.062,0,0.027,0.034
rewlau1,Red-winged Laughingthrush,Trochalopteron formosum,greenwayi,207322681,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.073,0.023,0.04,0.098,0,0,0.008,0.032,0,0.006,0.001,0,0.013,0.131,0.072,0.059,0.073,0.04,0.21,0.001,0.051,0,0.024,0.045
prhlau1,Prince Henry's Laughingthrush,Trochalopteron henrici,nominate,153126941,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.017,0.033,0.132,0.02,0.001,0.004,0.016,0.179,0,0.011,0.016,0,0.021,0.134,0.025,0.023,0.02,0.137,0.02,0.001,0.048,0,0.077,0.065
bhulau1,Bhutan Laughingthrush,Trochalopteron imbricatum,nominate,153126571,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.131,0.017,0.004,0.149,0,0.002,0.014,0.014,0.005,0.059,0.023,0,0.012,0.21,0.061,0.149,0.02,0.014,0.058,0,0.035,0,0.008,0.015
strlau1,Streaked Laughingthrush,Trochalopteron lineatum,nominate,153126561,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.076,0.03,0.007,0.104,0,0.007,0.018,0.02,0.017,0.155,0.055,0.001,0.019,0.185,0.103,0.06,0.011,0.016,0.03,0,0.026,0,0.041,0.019
sielau1,Silver-eared Laughingthrush,Trochalopteron melanostigma,nominate,153127051,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.027,0.031,0.051,0.029,0,0,0.015,0.2,0.068,0.025,0.003,0.04,0.024,0.157,0.005,0.023,0.053,0.108,0.019,0,0.037,0.01,0.047,0.028
sielau1,Silver-eared Laughingthrush,Trochalopteron melanostigma,subconnectens,153349981,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.028,0.037,0.07,0.016,0,0.001,0.011,0.155,0.073,0.031,0.005,0.033,0.017,0.15,0.01,0.012,0.063,0.132,0.011,0,0.036,0.007,0.052,0.05
sielau1,Silver-eared Laughingthrush,Trochalopteron melanostigma,connectens,207322721,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.03,0.02,0.048,0.08,0,0.001,0.018,0.11,0.072,0.03,0.007,0.031,0.01,0.147,0.062,0.014,0.06,0.096,0.018,0,0.043,0.021,0.046,0.036
retlau1,Red-tailed Laughingthrush,Trochalopteron milnei,nominate,153126951,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.048,0.013,0.033,0.057,0,0,0.017,0.081,0.005,0.086,0.001,0,0.015,0.136,0.013,0.059,0.056,0.051,0.234,0,0.045,0,0.021,0.029
retlau1,Red-tailed Laughingthrush,Trochalopteron milnei,sharpei,153738201,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.036,0.012,0.033,0.084,0,0,0.008,0.085,0.004,0.083,0.001,0,0.006,0.142,0.015,0.05,0.044,0.048,0.238,0,0.045,0,0.029,0.037
retlau1,Red-tailed Laughingthrush,Trochalopteron milnei,vitryi,207322641,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.025,0.038,0.028,0.041,0,0.001,0.016,0.062,0.002,0.063,0.004,0,0.033,0.131,0.015,0.077,0.036,0.032,0.27,0,0.041,0,0.049,0.036
whwlau1,White-whiskered Laughingthrush,Trochalopteron morrisonianum,nominate,153126921,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.095,0.015,0.015,0.197,0.002,0.008,0.011,0.059,0.037,0.049,0.016,0,0.015,0.171,0.07,0.059,0.017,0.051,0.019,0,0.028,0.01,0.038,0.018
gowlau1,Golden-winged Laughingthrush,Trochalopteron ngoclinhense,nominate,207322761,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.047,0.026,0.064,0.039,0,0.002,0.01,0.088,0.1,0.056,0.009,0.005,0.02,0.16,0.03,0.011,0.049,0.113,0.016,0,0.054,0.012,0.059,0.03
mallau1,Malayan Laughingthrush,Trochalopteron peninsulae,nominate,153512351,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.089,0.024,0.024,0.098,0,0,0.012,0.037,0.055,0.067,0.002,0.006,0.013,0.162,0.019,0.1,0.032,0.031,0.078,0,0.051,0.014,0.047,0.039
blwlau1,Blue-winged Laughingthrush,Trochalopteron squamatum,nominate,153126551,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.102,0.025,0.037,0.104,0.005,0.002,0.013,0.032,0.002,0.057,0.004,0,0.021,0.139,0.074,0.066,0.084,0.036,0.023,0,0.086,0,0.024,0.064
scalau1,Scaly Laughingthrush,Trochalopteron subunicolor,nominate,153126521,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.127,0.01,0.034,0.152,0,0.007,0.016,0.026,0.047,0.051,0.028,0.001,0.009,0.152,0.041,0.097,0.037,0.021,0.005,0,0.067,0.002,0.013,0.057
scalau1,Scaly Laughingthrush,Trochalopteron subunicolor,fooksi,207322571,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.114,0.008,0.024,0.12,0,0.003,0.015,0.012,0.031,0.068,0.011,0.011,0.009,0.127,0.043,0.104,0.045,0.031,0.021,0,0.096,0,0.027,0.08
varlau1,Variegated Laughingthrush,Trochalopteron variegatum,simile,153126671,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.008,0.063,0.022,0.037,0,0.008,0.02,0.081,0.017,0.027,0.079,0.002,0.029,0.142,0.089,0.003,0.085,0.036,0.01,0,0.069,0,0.139,0.034
varlau1,Variegated Laughingthrush,Trochalopteron variegatum,nominate,153126681,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.03,0.035,0.031,0.107,0,0.007,0.019,0.051,0.039,0.038,0.06,0.008,0.02,0.135,0.097,0.017,0.09,0.033,0.021,0,0.047,0.003,0.071,0.041
strlau3,Striped Laughingthrush,Trochalopteron virgatum,nominate,153126641,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.074,0.033,0.018,0.092,0,0.019,0.018,0.023,0.064,0.099,0.052,0.003,0.027,0.149,0.061,0.09,0.006,0.023,0.08,0,0.023,0,0.023,0.023
collau1,Collared Laughingthrush,Trochalopteron yersini,nominate,207322821,Hilary Burn,Monomorphic,Not specified,None,Passeriformes,Leiothrichidae ,Laughingthrushes and Allies,0.038,0.017,0.024,0.051,0,0.01,0.009,0.056,0.082,0.153,0.011,0.004,0.011,0.148,0.047,0.034,0.091,0.035,0.045,0,0.04,0.019,0.054,0.021
stream1,Streamertail,Trochilus polytmus,nominate,152827031,Hilary Burn,Female,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.066,0.021,0.07,0.03,0,0.009,0.035,0.037,0.086,0,0.015,0.006,0.024,0.161,0.025,0.03,0.039,0.052,0,0,0.055,0.124,0.025,0.09
stream1,Streamertail,Trochilus polytmus,nominate,152827041,Hilary Burn,Male,Not specified,None,Caprimulgiformes,Trochilidae ,Hummingbirds,0.027,0.015,0.068,0.004,0.004,0.002,0.017,0.03,0.028,0.003,0.006,0,0.006,0.252,0.006,0.011,0.124,0.059,0.001,0,0.117,0.109,0.028,0.083
